doc_id,Gender,predictions,GT_score,Gender
1,female,0.96204,0.96204,female
2,male,0.95745,0.95745,male
3,male,0.91428,0.91428,male
4,male,0.88555,0.88555,male
10,female,0.8321,0.8321,female
11,female,0.82856,0.82856,female
5,male,0.87766,0.87766,male
13,female,0.81972,0.81972,female
6,male,0.86566,0.86566,male
16,female,0.81097,0.81097,female
18,female,0.80647,0.80647,female
7,male,0.85117,0.85117,male
24,female,0.79031,0.79031,female
8,male,0.8506,0.8506,male
25,female,0.79022,0.79022,female
26,female,0.78826,0.78826,female
9,male,0.84878,0.84878,male
30,female,0.76335,0.76335,female
12,male,0.82416,0.82416,male
33,female,0.75871,0.75871,female
34,female,0.75728,0.75728,female
14,male,0.81637,0.81637,male
35,female,0.75565,0.75565,female
15,male,0.81226,0.81226,male
36,female,0.75322,0.75322,female
37,female,0.7492,0.7492,female
17,male,0.80839,0.80839,male
38,female,0.74456,0.74456,female
19,male,0.80638,0.80638,male
40,female,0.7393,0.7393,female
41,female,0.73854,0.73854,female
20,male,0.80413,0.80413,male
42,female,0.73667,0.73667,female
21,male,0.80107,0.80107,male
44,female,0.73529,0.73529,female
45,female,0.73323,0.73323,female
22,male,0.79433,0.79433,male
46,female,0.73127,0.73127,female
23,male,0.79309,0.79309,male
48,female,0.72749,0.72749,female
50,female,0.72353,0.72353,female
27,male,0.77999,0.77999,male
52,female,0.7153,0.7153,female
28,male,0.76579,0.76579,male
53,female,0.71497,0.71497,female
55,female,0.70531,0.70531,female
29,male,0.76512,0.76512,male
57,female,0.70139,0.70139,female
31,male,0.76302,0.76302,male
62,female,0.68633,0.68633,female
63,female,0.68279,0.68279,female
32,male,0.76177,0.76177,male
64,female,0.68165,0.68165,female
39,male,0.73997,0.73997,male
65,female,0.6815,0.6815,female
67,female,0.68074,0.68074,female
43,male,0.73624,0.73624,male
69,female,0.6674,0.6674,female
47,male,0.72907,0.72907,male
70,female,0.66195,0.66195,female
71,female,0.65899,0.65899,female
49,male,0.72668,0.72668,male
75,female,0.64005,0.64005,female
51,male,0.72114,0.72114,male
76,female,0.63178,0.63178,female
77,female,0.6303,0.6303,female
54,male,0.71,0.71,male
82,female,0.61166,0.61166,female
56,male,0.70259,0.70259,male
83,female,0.60831,0.60831,female
85,female,0.58608,0.58608,female
58,male,0.7013,0.7013,male
86,female,0.58297,0.58297,female
59,male,0.69346,0.69346,male
88,female,0.55094,0.55094,female
90,female,0.53975,0.53975,female
60,male,0.69193,0.69193,male
91,female,0.53588,0.53588,female
61,male,0.68987,0.68987,male
92,female,0.51891,0.51891,female
94,female,0.45771,0.45771,female
66,male,0.68112,0.68112,male
98,female,0.41416,0.41416,female
68,male,0.66879,0.66879,male
100,female,0.3784,0.3784,female
72,male,0.65741,0.65741,male
73,male,0.64766,0.64766,male
74,male,0.64364,0.64364,male
78,male,0.62992,0.62992,male
79,male,0.62652,0.62652,male
80,male,0.61342,0.61342,male
81,male,0.61309,0.61309,male
84,male,0.60104,0.60104,male
87,male,0.57121,0.57121,male
89,male,0.54563,0.54563,male
93,male,0.51752,0.51752,male
95,male,0.45346,0.45346,male
96,male,0.44438,0.44438,male
97,male,0.43429,0.43429,male
99,male,0.39901,0.39901,male
