doc_id,Gender,predictions,GT_score,Gender
1,male,0.999,0.999,male
2,male,0.89602,0.89602,male
11,female,0.82521,0.82521,female
3,male,0.89377,0.89377,male
22,female,0.77549,0.77549,female
24,female,0.77334,0.77334,female
4,male,0.8681,0.8681,male
28,female,0.7622,0.7622,female
5,male,0.86638,0.86638,male
29,female,0.76015,0.76015,female
35,female,0.7393,0.7393,female
6,male,0.86021,0.86021,male
38,female,0.72314,0.72314,female
7,male,0.856,0.856,male
40,female,0.71985,0.71985,female
42,female,0.71478,0.71478,female
8,male,0.84783,0.84783,male
43,female,0.71162,0.71162,female
9,male,0.84611,0.84611,male
45,female,0.70469,0.70469,female
46,female,0.70259,0.70259,female
10,male,0.82818,0.82818,male
47,female,0.69647,0.69647,female
12,male,0.81761,0.81761,male
48,female,0.69312,0.69312,female
49,female,0.69236,0.69236,female
13,male,0.81278,0.81278,male
50,female,0.69092,0.69092,female
14,male,0.81154,0.81154,male
51,female,0.68915,0.68915,female
52,female,0.68867,0.68867,female
15,male,0.80523,0.80523,male
54,female,0.68413,0.68413,female
16,male,0.80217,0.80217,male
55,female,0.68342,0.68342,female
56,female,0.68322,0.68322,female
17,male,0.80021,0.80021,male
57,female,0.6793,0.6793,female
18,male,0.80016,0.80016,male
58,female,0.67462,0.67462,female
59,female,0.674,0.674,female
19,male,0.79189,0.79189,male
60,female,0.67036,0.67036,female
20,male,0.79184,0.79184,male
61,female,0.66305,0.66305,female
65,female,0.65636,0.65636,female
21,male,0.77764,0.77764,male
66,female,0.6477,0.6477,female
23,male,0.77516,0.77516,male
68,female,0.63207,0.63207,female
69,female,0.62796,0.62796,female
25,male,0.77009,0.77009,male
70,female,0.62509,0.62509,female
26,male,0.76856,0.76856,male
73,female,0.61672,0.61672,female
74,female,0.60391,0.60391,female
27,male,0.76397,0.76397,male
75,female,0.60157,0.60157,female
30,male,0.75838,0.75838,male
77,female,0.60042,0.60042,female
78,female,0.59076,0.59076,female
31,male,0.75269,0.75269,male
81,female,0.58168,0.58168,female
32,male,0.75106,0.75106,male
85,female,0.56997,0.56997,female
86,female,0.55931,0.55931,female
33,male,0.74016,0.74016,male
87,female,0.5572,0.5572,female
34,male,0.73969,0.73969,male
88,female,0.54673,0.54673,female
89,female,0.53602,0.53602,female
36,male,0.72683,0.72683,male
92,female,0.51518,0.51518,female
37,male,0.72663,0.72663,male
93,female,0.51298,0.51298,female
94,female,0.49491,0.49491,female
39,male,0.72061,0.72061,male
96,female,0.45623,0.45623,female
41,male,0.71846,0.71846,male
97,female,0.4155,0.4155,female
98,female,0.39222,0.39222,female
44,male,0.71124,0.71124,male
99,female,0.3578,0.3578,female
53,male,0.68585,0.68585,male
100,female,0.34709,0.34709,female
62,male,0.66262,0.66262,male
63,male,0.66147,0.66147,male
64,male,0.65841,0.65841,male
67,male,0.64091,0.64091,male
71,male,0.62346,0.62346,male
72,male,0.62055,0.62055,male
76,male,0.60104,0.60104,male
79,male,0.58517,0.58517,male
80,male,0.58192,0.58192,male
82,male,0.57518,0.57518,male
83,male,0.57379,0.57379,male
84,male,0.57303,0.57303,male
90,male,0.52187,0.52187,male
91,male,0.5213,0.5213,male
95,male,0.46111,0.46111,male
