doc_id,Gender,predictions,GT_score,Gender.1
1,male,0.96137,0.96137,male
2,male,0.89984,0.89984,male
3,male,0.87876,0.87876,male
4,male,0.87575,0.87575,male
5,male,0.87082,0.87082,male
6,male,0.86905,0.86905,male
7,female,0.86246,0.86246,female
8,male,0.85466,0.85466,male
9,male,0.84305,0.84305,male
10,male,0.8385,0.8385,male
11,male,0.83707,0.83707,male
12,female,0.82746,0.82746,female
13,male,0.8124,0.8124,male
14,male,0.80858,0.80858,male
15,male,0.80303,0.80303,male
16,female,0.7994,0.7994,female
17,male,0.79782,0.79782,male
18,male,0.79514,0.79514,male
19,male,0.79022,0.79022,male
20,male,0.78673,0.78673,male
21,male,0.7807,0.7807,male
22,male,0.78042,0.78042,male
23,female,0.77554,0.77554,female
24,male,0.77368,0.77368,male
25,female,0.77253,0.77253,female
26,female,0.7711,0.7711,female
27,female,0.76746,0.76746,female
28,female,0.76593,0.76593,female
29,female,0.76526,0.76526,female
30,female,0.76488,0.76488,female
31,female,0.76259,0.76259,female
32,female,0.75709,0.75709,female
33,female,0.75589,0.75589,female
34,male,0.74772,0.74772,male
35,female,0.74494,0.74494,female
36,male,0.74437,0.74437,male
37,male,0.74303,0.74303,male
38,female,0.74294,0.74294,female
39,female,0.74184,0.74184,female
40,male,0.74155,0.74155,male
41,male,0.74007,0.74007,male
42,female,0.73529,0.73529,female
43,male,0.73457,0.73457,male
44,female,0.72998,0.72998,female
45,female,0.72687,0.72687,female
46,female,0.72467,0.72467,female
47,male,0.71549,0.71549,male
48,female,0.71444,0.71444,female
49,male,0.71263,0.71263,male
50,male,0.7121,0.7121,male
51,female,0.71057,0.71057,female
52,male,0.7099,0.7099,male
53,female,0.70603,0.70603,female
54,male,0.70493,0.70493,male
55,female,0.70278,0.70278,female
56,female,0.69948,0.69948,female
57,female,0.69733,0.69733,female
58,male,0.6914,0.6914,male
59,male,0.69126,0.69126,male
60,male,0.68944,0.68944,male
61,female,0.68872,0.68872,female
62,female,0.68676,0.68676,female
63,male,0.68585,0.68585,male
64,female,0.6663,0.6663,female
65,female,0.66597,0.66597,female
66,female,0.66152,0.66152,female
67,female,0.6565,0.6565,female
68,female,0.65024,0.65024,female
69,female,0.64761,0.64761,female
70,female,0.64445,0.64445,female
71,female,0.64106,0.64106,female
72,female,0.64015,0.64015,female
73,male,0.63417,0.63417,male
74,female,0.63212,0.63212,female
75,female,0.59712,0.59712,female
76,female,0.59253,0.59253,female
77,male,0.59124,0.59124,male
78,female,0.58794,0.58794,female
79,male,0.58522,0.58522,male
80,female,0.5726,0.5726,female
81,female,0.55816,0.55816,female
82,male,0.54085,0.54085,male
83,female,0.5322,0.5322,female
84,male,0.52885,0.52885,male
85,female,0.52321,0.52321,female
86,male,0.52044,0.52044,male
87,male,0.51819,0.51819,male
88,male,0.51475,0.51475,male
89,female,0.49419,0.49419,female
90,female,0.49347,0.49347,female
91,male,0.49161,0.49161,male
92,female,0.48267,0.48267,female
93,male,0.47196,0.47196,male
94,female,0.47034,0.47034,female
95,male,0.43448,0.43448,male
96,male,0.43338,0.43338,male
97,female,0.41349,0.41349,female
98,male,0.39901,0.39901,male
99,male,0.3632,0.3632,male
100,male,0.35407,0.35407,male
