doc_id,Gender,predictions,GT_score,Gender
1,male,0.94961,0.94961,male
2,male,0.93689,0.93689,male
6,female,0.83664,0.83664,female
3,male,0.87173,0.87173,male
8,female,0.82952,0.82952,female
22,female,0.77511,0.77511,female
4,male,0.84878,0.84878,male
23,female,0.77138,0.77138,female
5,male,0.84572,0.84572,male
25,female,0.77095,0.77095,female
28,female,0.75522,0.75522,female
7,male,0.8298,0.8298,male
30,female,0.75049,0.75049,female
9,male,0.82933,0.82933,male
34,female,0.74241,0.74241,female
35,female,0.73533,0.73533,female
10,male,0.82015,0.82015,male
41,female,0.71956,0.71956,female
11,male,0.81976,0.81976,male
42,female,0.71731,0.71731,female
43,female,0.70345,0.70345,female
12,male,0.81168,0.81168,male
44,female,0.70321,0.70321,female
13,male,0.81044,0.81044,male
46,female,0.69781,0.69781,female
47,female,0.69312,0.69312,female
14,male,0.80179,0.80179,male
48,female,0.69264,0.69264,female
15,male,0.79925,0.79925,male
50,female,0.6882,0.6882,female
51,female,0.68772,0.68772,female
16,male,0.79624,0.79624,male
54,female,0.68303,0.68303,female
17,male,0.79309,0.79309,male
55,female,0.68246,0.68246,female
56,female,0.68236,0.68236,female
18,male,0.78262,0.78262,male
57,female,0.67304,0.67304,female
19,male,0.78252,0.78252,male
58,female,0.67142,0.67142,female
59,female,0.67065,0.67065,female
20,male,0.78166,0.78166,male
60,female,0.66922,0.66922,female
21,male,0.77774,0.77774,male
61,female,0.66903,0.66903,female
62,female,0.66716,0.66716,female
24,male,0.77138,0.77138,male
63,female,0.66573,0.66573,female
26,male,0.76177,0.76177,male
65,female,0.66463,0.66463,female
68,female,0.65956,0.65956,female
27,male,0.76139,0.76139,male
73,female,0.59846,0.59846,female
29,male,0.75111,0.75111,male
75,female,0.59416,0.59416,female
77,female,0.58197,0.58197,female
31,male,0.74681,0.74681,male
79,female,0.5802,0.5802,female
32,male,0.74313,0.74313,male
80,female,0.5801,0.5801,female
82,female,0.56337,0.56337,female
33,male,0.74303,0.74303,male
83,female,0.55998,0.55998,female
36,male,0.73194,0.73194,male
85,female,0.5572,0.5572,female
86,female,0.55151,0.55151,female
37,male,0.72974,0.72974,male
87,female,0.55123,0.55123,female
38,male,0.72907,0.72907,male
88,female,0.54798,0.54798,female
90,female,0.54625,0.54625,female
39,male,0.72286,0.72286,male
93,female,0.45336,0.45336,female
40,male,0.71989,0.71989,male
94,female,0.44753,0.44753,female
95,female,0.40054,0.40054,female
45,male,0.7011,0.7011,male
96,female,0.39193,0.39193,female
49,male,0.69063,0.69063,male
97,female,0.38863,0.38863,female
98,female,0.3784,0.3784,female
52,male,0.68753,0.68753,male
99,female,0.37123,0.37123,female
53,male,0.68475,0.68475,male
100,female,0.34871,0.34871,female
64,male,0.66515,0.66515,male
66,male,0.66147,0.66147,male
67,male,0.66071,0.66071,male
69,male,0.65435,0.65435,male
70,male,0.64005,0.64005,male
71,male,0.63632,0.63632,male
72,male,0.60707,0.60707,male
74,male,0.59703,0.59703,male
76,male,0.58397,0.58397,male
78,male,0.58125,0.58125,male
81,male,0.57236,0.57236,male
84,male,0.55873,0.55873,male
89,male,0.54635,0.54635,male
91,male,0.51853,0.51853,male
92,male,0.50504,0.50504,male
