doc_id,Gender,predictions,GT_score,Gender
1,male,0.999,0.999,male
2,female,0.96204,0.96204,female
3,male,0.93689,0.93689,male
4,male,0.92771,0.92771,male
19,female,0.81011,0.81011,female
21,female,0.79892,0.79892,female
5,male,0.92241,0.92241,male
23,female,0.79519,0.79519,female
6,male,0.91681,0.91681,male
26,female,0.77277,0.77277,female
32,female,0.76431,0.76431,female
7,male,0.89468,0.89468,male
35,female,0.75503,0.75503,female
8,male,0.89133,0.89133,male
36,female,0.75274,0.75274,female
37,female,0.75154,0.75154,female
9,male,0.88995,0.88995,male
40,female,0.74872,0.74872,female
10,male,0.88488,0.88488,male
41,female,0.74619,0.74619,female
44,female,0.73844,0.73844,female
11,male,0.87713,0.87713,male
45,female,0.73443,0.73443,female
12,male,0.87015,0.87015,male
46,female,0.73424,0.73424,female
47,female,0.73113,0.73113,female
13,male,0.856,0.856,male
48,female,0.73079,0.73079,female
14,male,0.83769,0.83769,male
50,female,0.72687,0.72687,female
52,female,0.72506,0.72506,female
15,male,0.83368,0.83368,male
55,female,0.71526,0.71526,female
16,male,0.8233,0.8233,male
57,female,0.70981,0.70981,female
58,female,0.70794,0.70794,female
17,male,0.81833,0.81833,male
59,female,0.70369,0.70369,female
18,male,0.81761,0.81761,male
60,female,0.70278,0.70278,female
61,female,0.70106,0.70106,female
20,male,0.80303,0.80303,male
63,female,0.69704,0.69704,female
22,male,0.79768,0.79768,male
64,female,0.69398,0.69398,female
66,female,0.68413,0.68413,female
24,male,0.79509,0.79509,male
67,female,0.67266,0.67266,female
25,male,0.77592,0.77592,male
68,female,0.67079,0.67079,female
69,female,0.66314,0.66314,female
27,male,0.77181,0.77181,male
70,female,0.66271,0.66271,female
28,male,0.77153,0.77153,male
72,female,0.66114,0.66114,female
73,female,0.6521,0.6521,female
29,male,0.76928,0.76928,male
75,female,0.64034,0.64034,female
30,male,0.76827,0.76827,male
77,female,0.63279,0.63279,female
78,female,0.62963,0.62963,female
31,male,0.7644,0.7644,male
79,female,0.61997,0.61997,female
33,male,0.76263,0.76263,male
84,female,0.58211,0.58211,female
85,female,0.58063,0.58063,female
34,male,0.75986,0.75986,male
87,female,0.55998,0.55998,female
38,male,0.74944,0.74944,male
88,female,0.5441,0.5441,female
89,female,0.54095,0.54095,female
39,male,0.74929,0.74929,male
90,female,0.53115,0.53115,female
42,male,0.74595,0.74595,male
91,female,0.52565,0.52565,female
92,female,0.5245,0.5245,female
43,male,0.74509,0.74509,male
93,female,0.49477,0.49477,female
49,male,0.72917,0.72917,male
95,female,0.43869,0.43869,female
96,female,0.43424,0.43424,female
51,male,0.72539,0.72539,male
98,female,0.40101,0.40101,female
53,male,0.72104,0.72104,male
99,female,0.39671,0.39671,female
54,male,0.71937,0.71937,male
56,male,0.71062,0.71062,male
62,male,0.69728,0.69728,male
65,male,0.69331,0.69331,male
71,male,0.66185,0.66185,male
74,male,0.64794,0.64794,male
76,male,0.63661,0.63661,male
80,male,0.61462,0.61462,male
81,male,0.61309,0.61309,male
82,male,0.60248,0.60248,male
83,male,0.59382,0.59382,male
86,male,0.5802,0.5802,male
94,male,0.47234,0.47234,male
97,male,0.41234,0.41234,male
100,male,0.3632,0.3632,male
