doc_id,D,sex,score_x,score_y
1,1,male,0.99278,0.99278
4,4,female,0.82043,0.82043
5,5,female,0.81809,0.81809
2,2,male,0.88359,0.88359
9,9,female,0.81011,0.81011
3,3,male,0.8233,0.8233
6,6,male,0.81776,0.81776
13,13,female,0.77067,0.77067
7,7,male,0.81532,0.81532
14,14,female,0.76416,0.76416
8,8,male,0.81149,0.81149
15,15,female,0.7622,0.7622
16,16,female,0.75565,0.75565
17,17,female,0.75288,0.75288
18,18,female,0.75183,0.75183
19,19,female,0.74643,0.74643
10,10,male,0.79476,0.79476
20,20,female,0.74255,0.74255
11,11,male,0.77635,0.77635
23,23,female,0.71607,0.71607
12,12,male,0.77516,0.77516
24,24,female,0.71487,0.71487
26,26,female,0.69642,0.69642
21,21,male,0.74217,0.74217
28,28,female,0.6947,0.6947
29,29,female,0.68839,0.68839
22,22,male,0.72338,0.72338
25,25,male,0.70545,0.70545
30,30,female,0.68189,0.68189
27,27,male,0.69632,0.69632
34,34,female,0.65248,0.65248
31,31,male,0.67242,0.67242
35,35,female,0.64966,0.64966
32,32,male,0.66735,0.66735
33,33,male,0.65994,0.65994
36,36,male,0.63919,0.63919
37,37,male,0.63695,0.63695
38,38,male,0.63288,0.63288
39,39,male,0.6042,0.6042
40,40,female,0.59225,0.59225
42,42,female,0.52751,0.52751
45,45,female,0.48477,0.48477
46,46,female,0.4634,0.4634
47,47,female,0.44184,0.44184
48,48,female,0.41865,0.41865
41,41,male,0.54998,0.54998
43,43,male,0.52527,0.52527
44,44,male,0.52187,0.52187
49,49,male,0.32046,0.32046
50,50,male,0.18951,0.18951
