,doc_id,Gender,predictions,GT_score,Gender.1
0,229,male,0.90649,0.90649,male
1,284,male,0.90195,0.90195,male
2,343,male,0.89745,0.89745,male
3,357,male,0.89673,0.89673,male
4,496,male,0.88822,0.88822,male
5,666,male,0.87981,0.87981,male
6,702,male,0.87823,0.87823,male
7,722,male,0.87709,0.87709,male
8,900,male,0.86991,0.86991,male
9,1040,male,0.86528,0.86528,male
10,2058,male,0.84061,0.84061,male
11,2186,male,0.83774,0.83774,male
12,2937,male,0.82483,0.82483,male
13,2983,male,0.82411,0.82411,male
14,3023,male,0.8234,0.8234,male
15,4297,male,0.80313,0.80313,male
16,4472,male,0.80045,0.80045,male
17,4561,female,0.7994,0.7994,female
18,4754,male,0.79677,0.79677,male
19,4946,female,0.79423,0.79423,female
20,5823,male,0.78262,0.78262,male
21,6497,female,0.7754,0.7754,female
22,6820,female,0.77186,0.77186,female
23,6913,female,0.77105,0.77105,female
24,6956,female,0.77052,0.77052,female
25,7097,female,0.76885,0.76885,female
26,7420,female,0.76498,0.76498,female
27,7621,male,0.76297,0.76297,male
28,8948,female,0.7491,0.7491,female
29,8965,male,0.74891,0.74891,male
30,8994,male,0.74863,0.74863,male
31,9046,male,0.7481,0.7481,male
32,9409,male,0.74408,0.74408,male
33,9810,female,0.74016,0.74016,female
34,10083,male,0.7372,0.7372,male
35,10396,female,0.73414,0.73414,female
36,10572,male,0.73223,0.73223,male
37,10798,female,0.73003,0.73003,female
38,10981,male,0.72831,0.72831,male
39,10998,female,0.72816,0.72816,female
40,11011,male,0.72807,0.72807,male
41,11412,female,0.72439,0.72439,female
42,13162,male,0.70785,0.70785,male
43,13258,male,0.70684,0.70684,male
44,13526,male,0.70407,0.70407,male
45,14022,female,0.69938,0.69938,female
46,14092,female,0.69876,0.69876,female
47,14254,female,0.69723,0.69723,female
48,14344,female,0.69632,0.69632,female
49,14405,female,0.69565,0.69565,female
50,15037,female,0.68939,0.68939,female
51,15650,female,0.68308,0.68308,female
52,15804,female,0.68117,0.68117,female
53,15834,female,0.68074,0.68074,female
54,15835,male,0.68074,0.68074,male
55,15900,female,0.67973,0.67973,female
56,15999,female,0.6783,0.6783,female
57,16350,male,0.67338,0.67338,male
58,16483,male,0.67185,0.67185,male
59,16502,female,0.67161,0.67161,female
60,16986,female,0.66501,0.66501,female
61,17194,male,0.66166,0.66166,male
62,17429,male,0.65827,0.65827,male
63,17874,female,0.65181,0.65181,female
64,17901,female,0.65143,0.65143,female
65,18073,female,0.64895,0.64895,female
66,18350,male,0.64445,0.64445,male
67,18453,female,0.64307,0.64307,female
68,18456,female,0.64302,0.64302,female
69,18558,male,0.64144,0.64144,male
70,18691,male,0.6391,0.6391,male
71,19172,female,0.63183,0.63183,female
72,19182,female,0.63173,0.63173,female
73,19207,male,0.63135,0.63135,male
74,20170,male,0.61438,0.61438,male
75,20924,male,0.59908,0.59908,male
76,21126,male,0.59511,0.59511,male
77,21682,male,0.58149,0.58149,male
78,22345,male,0.5637,0.5637,male
79,22386,female,0.56213,0.56213,female
80,22460,female,0.55998,0.55998,female
81,23071,male,0.54205,0.54205,male
82,23153,female,0.53937,0.53937,female
83,23406,female,0.53019,0.53019,female
84,23903,female,0.51274,0.51274,female
85,23987,female,0.50892,0.50892,female
86,24215,female,0.49888,0.49888,female
87,24334,female,0.49328,0.49328,female
88,24816,male,0.46794,0.46794,male
89,25203,male,0.4438,0.4438,male
90,25624,female,0.41354,0.41354,female
91,25696,female,0.40785,0.40785,female
92,25738,female,0.40307,0.40307,female
93,25742,female,0.40269,0.40269,female
94,25805,female,0.39657,0.39657,female
95,25892,female,0.38734,0.38734,female
96,25918,male,0.38395,0.38395,male
97,25989,female,0.37472,0.37472,female
98,26028,female,0.37075,0.37075,female
99,26245,male,0.34489,0.34489,male
