doc_id,Gender,predictions,GT_score,Gender
416,male,5829,5829,male
924,male,5509,5509,male
295,female,5000,5000,female
657,female,4402,4402,female
768,female,3564,3564,female
930,female,3015,3015,female
810,male,5333,5333,male
713,female,2922,2922,female
370,female,2764,2764,female
833,female,2157,2157,female
399,female,1963,1963,female
459,male,4166,4166,male
50,female,1928,1928,female
462,female,210,210,female
112,male,3572,3572,male
33,male,3500,3500,male
720,male,3125,3125,male
424,male,2920,2920,male
527,male,2550,2550,male
333,male,2500,2500,male
