doc_id,Gender,predictions,GT_score,Gender
870,male,24797,24797,male
281,male,20667,20667,male
744,female,12941,12941,female
917,male,16000,16000,male
593,female,12000,12000,female
290,female,5417,5417,female
196,male,11000,11000,male
325,female,4333,4333,female
549,male,10139,10139,male
285,female,4124,4124,female
276,female,4100,4100,female
316,male,10000,10000,male
850,female,4028,4028,female
156,male,9538,9538,male
865,female,3854,3854,female
909,female,3767,3767,female
155,male,6000,6000,male
534,female,3652,3652,female
794,male,5833,5833,male
643,female,3644,3644,female
926,female,3621,3621,female
171,male,5708,5708,male
768,female,3564,3564,female
959,male,5000,5000,male
706,female,3417,3417,female
203,female,3244,3244,female
256,male,4931,4931,male
267,female,3237,3237,female
694,male,4766,4766,male
392,female,3180,3180,female
51,female,3086,3086,female
442,male,4652,4652,male
307,female,2917,2917,female
665,male,4490,4490,male
824,female,2545,2545,female
304,female,2400,2400,female
685,male,4456,4456,male
122,female,2137,2137,female
599,male,4106,4106,male
399,female,1963,1963,female
280,female,1811,1811,female
790,male,4083,4083,male
718,female,1762,1762,female
730,male,3333,3333,male
343,male,3083,3083,male
801,male,3016,3016,male
461,male,2947,2947,male
345,male,2625,2625,male
773,male,2431,2431,male
719,male,724,724,male
