doc_id,Gender,UGPA,LSAT,predictions,GT_score,Gender
1,male,3.0,36.0,3.25,3.25,male
2,female,3.7,47.0,2.36,2.36,female
3,female,4.0,40.0,1.71,1.71,female
4,male,3.7,43.0,1.6,1.6,male
5,male,3.8,42.0,1.29,1.29,male
7,female,3.9,44.0,0.97,0.97,female
6,male,3.1,40.0,1.03,1.03,male
8,female,3.6,31.0,0.91,0.91,female
9,female,3.0,47.0,0.71,0.71,female
10,female,3.5,41.0,0.58,0.58,female
11,male,3.4,29.0,0.55,0.55,male
12,male,3.1,34.0,0.53,0.53,male
16,female,3.4,32.0,0.46,0.46,female
13,male,3.1,42.0,0.49,0.49,male
18,female,3.8,42.0,0.35,0.35,female
19,female,3.6,45.0,0.21,0.21,female
14,male,3.7,41.0,0.47,0.47,male
22,female,3.4,37.0,0.12,0.12,female
15,male,3.1,37.0,0.46,0.46,male
23,female,3.7,39.0,0.06,0.06,female
28,female,3.4,45.0,-0.18,-0.18,female
17,male,3.1,38.0,0.38,0.38,male
29,female,3.2,37.0,-0.3,-0.3,female
20,male,3.6,43.0,0.21,0.21,male
31,female,3.2,44.0,-0.31,-0.31,female
33,female,3.3,26.5,-0.32,-0.32,female
21,male,2.9,39.0,0.17,0.17,male
34,female,2.5,25.0,-0.36,-0.36,female
24,male,3.1,41.0,0.02,0.02,male
35,female,3.5,21.0,-0.39,-0.39,female
39,female,2.9,38.0,-0.51,-0.51,female
25,male,3.4,37.0,0.01,0.01,male
41,female,3.2,34.0,-0.62,-0.62,female
26,male,3.3,37.0,-0.01,-0.01,male
43,female,3.4,38.0,-0.68,-0.68,female
44,female,2.9,45.0,-0.69,-0.69,female
27,male,2.9,39.0,-0.11,-0.11,male
46,female,2.6,37.0,-0.72,-0.72,female
30,male,3.1,39.0,-0.3,-0.3,male
47,female,3.2,29.5,-0.96,-0.96,female
48,female,3.1,29.0,-1.45,-1.45,female
32,male,3.0,42.0,-0.32,-0.32,male
49,female,3.7,40.0,-1.62,-1.62,female
36,male,3.3,36.0,-0.46,-0.46,male
37,male,3.2,41.0,-0.48,-0.48,male
38,male,2.8,39.0,-0.49,-0.49,male
40,male,2.1,33.0,-0.62,-0.62,male
42,male,3.6,34.0,-0.66,-0.66,male
45,male,3.4,32.0,-0.71,-0.71,male
50,male,3.0,38.0,-1.64,-1.64,male
