Position,Group_0,Group_1
1,2.0,0.0
2,2.0,0.0
3,1.3333333333333333,0.6666666666666666
4,1.5,0.5
5,1.2,0.8
6,1.0,1.0
7,1.1428571428571428,0.8571428571428571
8,1.25,0.75
9,1.3333333333333333,0.6666666666666666
10,1.4,0.6
11,1.2727272727272727,0.7272727272727273
12,1.3333333333333333,0.6666666666666666
13,1.2307692307692308,0.7692307692307693
14,1.2857142857142858,0.7142857142857143
15,1.2,0.8
16,1.125,0.875
17,1.1764705882352942,0.8235294117647058
18,1.2222222222222223,0.7777777777777778
19,1.263157894736842,0.7368421052631579
20,1.2,0.8
21,1.2380952380952381,0.7619047619047619
22,1.2727272727272727,0.7272727272727273
23,1.3043478260869565,0.6956521739130435
24,1.3333333333333333,0.6666666666666666
25,1.36,0.64
26,1.3076923076923077,0.6923076923076923
27,1.2592592592592593,0.7407407407407407
28,1.2857142857142858,0.7142857142857143
29,1.3103448275862069,0.6896551724137931
30,1.2666666666666666,0.7333333333333333
31,1.2258064516129032,0.7741935483870968
32,1.25,0.75
33,1.2121212121212122,0.7878787878787878
34,1.1764705882352942,0.8235294117647058
35,1.2,0.8
36,1.1666666666666667,0.8333333333333334
37,1.135135135135135,0.8648648648648649
38,1.105263157894737,0.8947368421052632
39,1.1282051282051282,0.8717948717948718
40,1.1,0.9
41,1.0731707317073171,0.926829268292683
42,1.0952380952380953,0.9047619047619048
43,1.069767441860465,0.9302325581395349
44,1.0454545454545454,0.9545454545454546
45,1.0222222222222221,0.9777777777777777
46,1.0,1.0
47,0.9787234042553191,1.0212765957446808
48,1.0,1.0
49,0.9795918367346939,1.0204081632653061
50,1.0,1.0
