doc_id,D,sex,score_x,score_y
7,7,female,0.96204,0.96204
12,12,female,0.94273,0.94273
23,23,female,0.92289,0.92289
38,38,female,0.90893,0.90893
85,85,female,0.891,0.891
138,138,female,0.87747,0.87747
149,149,female,0.87517,0.87517
208,207,male,0.86499,0.86499
226,226,female,0.86284,0.86284
227,227,female,0.86246,0.86246
228,229,female,0.86222,0.86222
234,234,female,0.86179,0.86179
255,255,female,0.85901,0.85901
261,261,female,0.85834,0.85834
269,269,female,0.85744,0.85744
280,279,male,0.85615,0.85615
281,280,female,0.85615,0.85615
285,285,female,0.85591,0.85591
290,290,female,0.8549,0.8549
299,299,female,0.85385,0.85385
309,309,female,0.85266,0.85266
315,315,female,0.85189,0.85189
318,318,female,0.85141,0.85141
324,324,female,0.85007,0.85007
361,361,female,0.8452,0.8452
371,371,female,0.84429,0.84429
374,374,female,0.84391,0.84391
375,375,female,0.84381,0.84381
376,376,female,0.84376,0.84376
406,406,female,0.84113,0.84113
408,408,female,0.84099,0.84099
410,410,female,0.84075,0.84075
419,419,female,0.84023,0.84023
450,450,female,0.83717,0.83717
452,452,female,0.83702,0.83702
453,454,male,0.83697,0.83697
454,453,female,0.83697,0.83697
458,458,female,0.83664,0.83664
459,459,female,0.83664,0.83664
465,465,female,0.83611,0.83611
468,468,female,0.83559,0.83559
469,469,female,0.83549,0.83549
473,473,female,0.83525,0.83525
477,477,female,0.83482,0.83482
485,485,female,0.83387,0.83387
487,487,female,0.83372,0.83372
502,502,female,0.8321,0.8321
509,509,female,0.83148,0.83148
525,526,female,0.8298,0.8298
529,529,female,0.82956,0.82956
530,530,female,0.82952,0.82952
534,534,female,0.82933,0.82933
538,538,female,0.82913,0.82913
539,539,female,0.82913,0.82913
543,543,female,0.8289,0.8289
549,549,female,0.82856,0.82856
566,566,female,0.82765,0.82765
572,572,female,0.82746,0.82746
600,600,female,0.82521,0.82521
617,619,female,0.82278,0.82278
630,630,female,0.82144,0.82144
631,631,female,0.82139,0.82139
633,633,female,0.82129,0.82129
640,640,female,0.82043,0.82043
649,649,female,0.81981,0.81981
652,652,female,0.81972,0.81972
656,656,female,0.81876,0.81876
663,663,female,0.81809,0.81809
677,677,female,0.81733,0.81733
679,679,female,0.81709,0.81709
691,691,female,0.81637,0.81637
701,701,female,0.81565,0.81565
702,702,female,0.8156,0.8156
706,706,female,0.81532,0.81532
721,721,female,0.81403,0.81403
725,725,female,0.81374,0.81374
732,732,female,0.81341,0.81341
738,738,female,0.81302,0.81302
740,740,female,0.81293,0.81293
745,745,female,0.81274,0.81274
760,760,female,0.81188,0.81188
762,762,female,0.81178,0.81178
765,765,female,0.81164,0.81164
767,767,female,0.81159,0.81159
775,775,female,0.81097,0.81097
778,778,female,0.81087,0.81087
780,780,female,0.81063,0.81063
784,784,female,0.81011,0.81011
788,788,female,0.80992,0.80992
802,802,female,0.80891,0.80891
805,804,female,0.80877,0.80877
813,813,female,0.80819,0.80819
830,830,female,0.80671,0.80671
835,835,female,0.80647,0.80647
839,839,female,0.80619,0.80619
846,847,female,0.8058,0.8058
848,848,female,0.80561,0.80561
857,856,female,0.80518,0.80518
860,860,female,0.80485,0.80485
861,861,female,0.80466,0.80466
864,864,female,0.80442,0.80442
866,867,female,0.80418,0.80418
867,866,female,0.80418,0.80418
876,876,female,0.80351,0.80351
877,877,female,0.80341,0.80341
878,878,female,0.80332,0.80332
879,879,female,0.80327,0.80327
886,886,female,0.80279,0.80279
888,888,female,0.80265,0.80265
895,895,female,0.80203,0.80203
898,897,female,0.80198,0.80198
903,903,female,0.80169,0.80169
905,905,female,0.80169,0.80169
910,910,female,0.80131,0.80131
911,911,female,0.80131,0.80131
921,921,female,0.80088,0.80088
922,922,female,0.80088,0.80088
925,925,female,0.80064,0.80064
926,926,female,0.80059,0.80059
937,937,female,0.79992,0.79992
945,945,female,0.7994,0.7994
949,949,female,0.79897,0.79897
950,950,female,0.79892,0.79892
951,951,female,0.79887,0.79887
952,952,female,0.79839,0.79839
953,953,female,0.79835,0.79835
955,955,female,0.79815,0.79815
956,956,female,0.79811,0.79811
957,957,female,0.79792,0.79792
960,959,female,0.79787,0.79787
962,962,female,0.79777,0.79777
963,963,female,0.79777,0.79777
971,971,female,0.79729,0.79729
972,972,female,0.7972,0.7972
976,976,female,0.79701,0.79701
977,977,female,0.79696,0.79696
978,978,female,0.79686,0.79686
983,983,female,0.79653,0.79653
984,984,female,0.79653,0.79653
985,985,female,0.79653,0.79653
991,991,female,0.79572,0.79572
997,997,female,0.79519,0.79519
999,999,female,0.79514,0.79514
1012,1012,female,0.79428,0.79428
1013,1013,female,0.79423,0.79423
1023,1023,female,0.79366,0.79366
1024,1024,female,0.79361,0.79361
1027,1027,female,0.79347,0.79347
1029,1029,female,0.79342,0.79342
1034,1034,female,0.79304,0.79304
1039,1039,female,0.79266,0.79266
1040,1040,female,0.79261,0.79261
1041,1041,female,0.79256,0.79256
1064,1064,female,0.79079,0.79079
1065,1065,female,0.79074,0.79074
1069,1069,female,0.79031,0.79031
1071,1074,female,0.79022,0.79022
1074,1071,female,0.79022,0.79022
1078,1078,female,0.78969,0.78969
1086,1086,female,0.78931,0.78931
1091,1091,female,0.78907,0.78907
1097,1097,female,0.78874,0.78874
1098,1098,female,0.78869,0.78869
1104,1105,male,0.78826,0.78826
1108,1108,female,0.78802,0.78802
1110,1110,female,0.78797,0.78797
1113,1113,female,0.78759,0.78759
1114,1115,female,0.78754,0.78754
1120,1120,female,0.78706,0.78706
1125,1125,female,0.78649,0.78649
1132,1132,female,0.78601,0.78601
1134,1134,female,0.78582,0.78582
1136,1136,female,0.78558,0.78558
1140,1140,female,0.78544,0.78544
1142,1142,female,0.78539,0.78539
1147,1147,female,0.78515,0.78515
1154,1155,female,0.78462,0.78462
1155,1154,male,0.78462,0.78462
1156,1156,female,0.78448,0.78448
1158,1158,female,0.78439,0.78439
1159,1159,female,0.78434,0.78434
1164,1164,female,0.78405,0.78405
1166,1166,female,0.78372,0.78372
1180,1180,female,0.78305,0.78305
1182,1182,female,0.78295,0.78295
1183,1183,female,0.78276,0.78276
1184,1184,female,0.78266,0.78266
1186,1186,female,0.78262,0.78262
1188,1188,female,0.78257,0.78257
1189,1189,female,0.78257,0.78257
1194,1194,female,0.78238,0.78238
1197,1196,female,0.78223,0.78223
1198,1198,female,0.78219,0.78219
1201,1199,female,0.78209,0.78209
1204,1204,female,0.78171,0.78171
1207,1209,female,0.78157,0.78157
1208,1207,female,0.78157,0.78157
1209,1208,male,0.78157,0.78157
1210,1210,female,0.78147,0.78147
1212,1212,female,0.78133,0.78133
1213,1213,female,0.78133,0.78133
1216,1217,female,0.78123,0.78123
1217,1216,female,0.78123,0.78123
1220,1220,female,0.78094,0.78094
1224,1224,female,0.78085,0.78085
1229,1229,female,0.78061,0.78061
1230,1230,female,0.78061,0.78061
1231,1231,female,0.78047,0.78047
1233,1233,female,0.78047,0.78047
1234,1234,male,0.78042,0.78042
1235,1235,female,0.78042,0.78042
1237,1237,female,0.78027,0.78027
1238,1238,female,0.78023,0.78023
1240,1240,female,0.78004,0.78004
1247,1248,female,0.77984,0.77984
1248,1247,male,0.77984,0.77984
1250,1250,female,0.77951,0.77951
1253,1253,female,0.77932,0.77932
1254,1254,female,0.77927,0.77927
1256,1256,female,0.77917,0.77917
1259,1259,female,0.77884,0.77884
1262,1262,female,0.77855,0.77855
1263,1263,female,0.77851,0.77851
1264,1264,female,0.77846,0.77846
1266,1266,female,0.77841,0.77841
1271,1271,female,0.77817,0.77817
1276,1276,female,0.77774,0.77774
1284,1284,female,0.77745,0.77745
1286,1286,female,0.77721,0.77721
1290,1290,female,0.77688,0.77688
1292,1291,female,0.77683,0.77683
1294,1294,female,0.77674,0.77674
1298,1298,female,0.77645,0.77645
1304,1304,female,0.77621,0.77621
1309,1309,female,0.77612,0.77612
1310,1310,female,0.77602,0.77602
1314,1314,female,0.77578,0.77578
1315,1315,female,0.77573,0.77573
1318,1318,female,0.77554,0.77554
1321,1320,female,0.77549,0.77549
1327,1327,female,0.77511,0.77511
1332,1332,female,0.77468,0.77468
1336,1336,female,0.77449,0.77449
1339,1339,female,0.7743,0.7743
1341,1341,female,0.77425,0.77425
1346,1346,female,0.77411,0.77411
1354,1354,female,0.77344,0.77344
1356,1356,female,0.77334,0.77334
1357,1355,female,0.77334,0.77334
1359,1359,female,0.77296,0.77296
1360,1360,female,0.77286,0.77286
1361,1361,female,0.77277,0.77277
1368,1368,female,0.77253,0.77253
1370,1370,female,0.77243,0.77243
1373,1373,female,0.77239,0.77239
1374,1374,female,0.77234,0.77234
1379,1379,female,0.7721,0.7721
1382,1382,female,0.77186,0.77186
1385,1385,female,0.77157,0.77157
1386,1388,female,0.77153,0.77153
1387,1389,female,0.77153,0.77153
1392,1392,female,0.77138,0.77138
1394,1394,female,0.77124,0.77124
1397,1397,female,0.77114,0.77114
1399,1399,female,0.7711,0.7711
1402,1402,female,0.77105,0.77105
1404,1404,female,0.77095,0.77095
1408,1408,female,0.77067,0.77067
1417,1417,female,0.77028,0.77028
1420,1420,female,0.77009,0.77009
1423,1423,female,0.77004,0.77004
1431,1431,female,0.76937,0.76937
1434,1434,female,0.76923,0.76923
1437,1437,female,0.76899,0.76899
1441,1441,female,0.76885,0.76885
1443,1443,female,0.76875,0.76875
1446,1448,male,0.76856,0.76856
1450,1450,female,0.76851,0.76851
1451,1451,female,0.76832,0.76832
1457,1457,female,0.76804,0.76804
1458,1458,female,0.76789,0.76789
1461,1461,female,0.76784,0.76784
1464,1464,female,0.76775,0.76775
1473,1473,female,0.76746,0.76746
1474,1474,female,0.76741,0.76741
1475,1475,female,0.76727,0.76727
1476,1476,female,0.76722,0.76722
1477,1477,female,0.76674,0.76674
1479,1479,female,0.76646,0.76646
1480,1480,female,0.76636,0.76636
1483,1483,female,0.76617,0.76617
1485,1486,female,0.76608,0.76608
1486,1485,female,0.76608,0.76608
1487,1487,female,0.76593,0.76593
1488,1488,female,0.76588,0.76588
1492,1492,female,0.7655,0.7655
1494,1494,female,0.76541,0.76541
1496,1496,female,0.76536,0.76536
1497,1497,female,0.76536,0.76536
1498,1498,female,0.76536,0.76536
1499,1499,female,0.76536,0.76536
1500,1500,female,0.76531,0.76531
1501,1501,female,0.76526,0.76526
1504,1506,female,0.76493,0.76493
1506,1505,female,0.76493,0.76493
1508,1508,female,0.76488,0.76488
1514,1514,female,0.76464,0.76464
1518,1518,female,0.7644,0.7644
1520,1520,female,0.76435,0.76435
1521,1521,female,0.76431,0.76431
1522,1522,female,0.76426,0.76426
1524,1526,male,0.76416,0.76416
1526,1529,female,0.76416,0.76416
1528,1524,female,0.76416,0.76416
1529,1525,female,0.76416,0.76416
1532,1532,female,0.76407,0.76407
1534,1534,female,0.76392,0.76392
1537,1538,female,0.76369,0.76369
1538,1537,female,0.76369,0.76369
1539,1539,female,0.76364,0.76364
1541,1541,female,0.76345,0.76345
1543,1543,female,0.76335,0.76335
1544,1544,female,0.7633,0.7633
1545,1545,female,0.76325,0.76325
1551,1551,female,0.76302,0.76302
1552,1552,female,0.76282,0.76282
1556,1556,female,0.76259,0.76259
1561,1561,female,0.7622,0.7622
1563,1563,female,0.7622,0.7622
1565,1565,female,0.76216,0.76216
1567,1567,female,0.76211,0.76211
1570,1569,female,0.76187,0.76187
1573,1572,female,0.76182,0.76182
1574,1574,female,0.76177,0.76177
1575,1575,female,0.76177,0.76177
1580,1579,female,0.76168,0.76168
1582,1582,female,0.76125,0.76125
1583,1583,female,0.76115,0.76115
1584,1584,female,0.76106,0.76106
1587,1587,female,0.76091,0.76091
1588,1588,female,0.76082,0.76082
1590,1591,female,0.76072,0.76072
1591,1590,male,0.76072,0.76072
1593,1593,female,0.76048,0.76048
1595,1595,female,0.76029,0.76029
1597,1597,female,0.76015,0.76015
1599,1599,female,0.76015,0.76015
1600,1600,female,0.7601,0.7601
1601,1601,female,0.76,0.76
1603,1603,female,0.75986,0.75986
1608,1608,female,0.75976,0.75976
1609,1609,female,0.75976,0.75976
1612,1612,female,0.75967,0.75967
1613,1613,female,0.75962,0.75962
1615,1615,female,0.75953,0.75953
1616,1616,female,0.75953,0.75953
1620,1619,female,0.75938,0.75938
1625,1625,female,0.75871,0.75871
1626,1626,female,0.75862,0.75862
1627,1627,female,0.75862,0.75862
1628,1628,female,0.75847,0.75847
1633,1633,female,0.75828,0.75828
1634,1634,female,0.75828,0.75828
1635,1635,female,0.75823,0.75823
1636,1636,female,0.7579,0.7579
1637,1637,female,0.75776,0.75776
1644,1644,female,0.75728,0.75728
1645,1645,female,0.75728,0.75728
1648,1648,female,0.75714,0.75714
1649,1650,female,0.75709,0.75709
1650,1651,male,0.75709,0.75709
1654,1654,female,0.75685,0.75685
1656,1656,female,0.7568,0.7568
1657,1657,female,0.75675,0.75675
1658,1658,female,0.75666,0.75666
1659,1659,female,0.75656,0.75656
1661,1661,female,0.75647,0.75647
1662,1662,female,0.75637,0.75637
1664,1664,female,0.75637,0.75637
1666,1666,female,0.75618,0.75618
1669,1669,female,0.75594,0.75594
1670,1672,male,0.75589,0.75589
1672,1670,female,0.75589,0.75589
1674,1673,female,0.7558,0.7558
1675,1675,female,0.75565,0.75565
1676,1676,female,0.75565,0.75565
1677,1677,female,0.75565,0.75565
1678,1678,female,0.75561,0.75561
1680,1680,female,0.75561,0.75561
1681,1682,female,0.75551,0.75551
1682,1681,female,0.75551,0.75551
1683,1683,female,0.75546,0.75546
1684,1684,male,0.75546,0.75546
1686,1686,female,0.75532,0.75532
1687,1687,female,0.75532,0.75532
1688,1688,female,0.75522,0.75522
1689,1689,female,0.75522,0.75522
1690,1690,female,0.75513,0.75513
1693,1693,female,0.75503,0.75503
1696,1696,female,0.75494,0.75494
1698,1698,female,0.75489,0.75489
1704,1704,female,0.7546,0.7546
1706,1706,female,0.75451,0.75451
1707,1707,female,0.75451,0.75451
1709,1709,female,0.75441,0.75441
1711,1712,female,0.75427,0.75427
1712,1711,male,0.75427,0.75427
1714,1714,female,0.75412,0.75412
1715,1715,female,0.75412,0.75412
1716,1716,female,0.75408,0.75408
1718,1718,female,0.75388,0.75388
1720,1720,female,0.75384,0.75384
1721,1721,female,0.75379,0.75379
1726,1726,female,0.75345,0.75345
1729,1729,female,0.75336,0.75336
1731,1731,female,0.75326,0.75326
1732,1734,female,0.75322,0.75322
1734,1732,female,0.75322,0.75322
1736,1735,male,0.75317,0.75317
1740,1740,female,0.75302,0.75302
1742,1742,female,0.75293,0.75293
1744,1743,female,0.75288,0.75288
1746,1746,female,0.75278,0.75278
1748,1748,female,0.75274,0.75274
1751,1751,female,0.75264,0.75264
1752,1752,female,0.75259,0.75259
1753,1753,female,0.75259,0.75259
1754,1755,female,0.75245,0.75245
1755,1754,male,0.75245,0.75245
1757,1757,female,0.75221,0.75221
1759,1759,female,0.75202,0.75202
1761,1761,female,0.75183,0.75183
1762,1762,female,0.75183,0.75183
1766,1765,female,0.75173,0.75173
1767,1767,female,0.75169,0.75169
1768,1768,female,0.75164,0.75164
1769,1769,female,0.75164,0.75164
1770,1770,female,0.75159,0.75159
1771,1771,female,0.75154,0.75154
1776,1776,female,0.7514,0.7514
1779,1779,female,0.75125,0.75125
1781,1781,female,0.75116,0.75116
1782,1782,female,0.75116,0.75116
1784,1785,female,0.75111,0.75111
1785,1783,female,0.75111,0.75111
1786,1787,female,0.75106,0.75106
1787,1786,male,0.75106,0.75106
1788,1788,female,0.75102,0.75102
1790,1790,female,0.75102,0.75102
1794,1794,female,0.75082,0.75082
1796,1795,female,0.75068,0.75068
1799,1799,female,0.75049,0.75049
1802,1802,female,0.7503,0.7503
1805,1806,female,0.7502,0.7502
1806,1805,male,0.7502,0.7502
1807,1807,female,0.75006,0.75006
1808,1808,female,0.74996,0.74996
1809,1809,female,0.74987,0.74987
1810,1810,female,0.74982,0.74982
1816,1815,female,0.74944,0.74944
1818,1818,female,0.74925,0.74925
1819,1819,female,0.7492,0.7492
1820,1820,female,0.74915,0.74915
1821,1821,female,0.74915,0.74915
1822,1822,female,0.74896,0.74896
1824,1824,female,0.74886,0.74886
1825,1825,female,0.74882,0.74882
1826,1826,female,0.74877,0.74877
1827,1827,female,0.74872,0.74872
1828,1828,female,0.74867,0.74867
1829,1829,female,0.74867,0.74867
1831,1831,female,0.74848,0.74848
1832,1832,female,0.7481,0.7481
1835,1836,female,0.748,0.748
1836,1835,male,0.748,0.748
1837,1837,female,0.74786,0.74786
1838,1838,female,0.74786,0.74786
1845,1845,female,0.74757,0.74757
1846,1846,female,0.74753,0.74753
1847,1847,female,0.74748,0.74748
1848,1848,female,0.74738,0.74738
1850,1850,female,0.7471,0.7471
1856,1856,female,0.74676,0.74676
1859,1860,female,0.74662,0.74662
1860,1859,male,0.74662,0.74662
1861,1861,female,0.74652,0.74652
1862,1862,female,0.74643,0.74643
1863,1863,female,0.74638,0.74638
1865,1865,female,0.74619,0.74619
1866,1866,female,0.74619,0.74619
1867,1867,female,0.74614,0.74614
1870,1869,female,0.74609,0.74609
1871,1871,female,0.746,0.746
1872,1872,female,0.74595,0.74595
1875,1875,female,0.7459,0.7459
1881,1881,female,0.74552,0.74552
1883,1883,female,0.74552,0.74552
1884,1884,female,0.74537,0.74537
1888,1888,female,0.74514,0.74514
1890,1890,female,0.74509,0.74509
1892,1892,female,0.74494,0.74494
1893,1893,female,0.7449,0.7449
1895,1895,female,0.7448,0.7448
1896,1896,female,0.7448,0.7448
1897,1897,female,0.74475,0.74475
1900,1900,female,0.74456,0.74456
