doc_id,Gender,predictions,GT_score,Gender
1,male,0.98953,0.98953,male
2,male,0.82885,0.82885,male
6,female,0.75976,0.75976,female
3,male,0.79739,0.79739,male
10,female,0.73529,0.73529,female
13,female,0.73189,0.73189,female
4,male,0.7698,0.7698,male
14,female,0.72654,0.72654,female
5,male,0.76187,0.76187,male
16,female,0.723,0.723,female
18,female,0.71985,0.71985,female
7,male,0.7469,0.7469,male
20,female,0.70216,0.70216,female
8,male,0.74098,0.74098,male
21,female,0.69733,0.69733,female
22,female,0.69236,0.69236,female
9,male,0.73581,0.73581,male
24,female,0.68566,0.68566,female
11,male,0.73333,0.73333,male
25,female,0.68074,0.68074,female
26,female,0.6794,0.6794,female
12,male,0.73309,0.73309,male
27,female,0.67414,0.67414,female
15,male,0.72506,0.72506,male
28,female,0.66845,0.66845,female
30,female,0.64474,0.64474,female
17,male,0.72271,0.72271,male
31,female,0.64321,0.64321,female
19,male,0.70545,0.70545,male
33,female,0.62963,0.62963,female
36,female,0.61687,0.61687,female
23,male,0.69216,0.69216,male
39,female,0.60578,0.60578,female
29,male,0.6619,0.6619,male
41,female,0.59688,0.59688,female
42,female,0.579,0.579,female
32,male,0.63762,0.63762,male
44,female,0.55505,0.55505,female
34,male,0.62638,0.62638,male
45,female,0.53588,0.53588,female
47,female,0.4634,0.4634,female
35,male,0.62232,0.62232,male
50,female,0.37964,0.37964,female
37,male,0.61041,0.61041,male
38,male,0.60707,0.60707,male
40,male,0.6019,0.6019,male
43,male,0.57829,0.57829,male
46,male,0.52794,0.52794,male
48,male,0.45355,0.45355,male
49,male,0.44638,0.44638,male
