doc_id,Gender,predictions,GT_score,Gender.1
1,male,0.96137,0.96137,male
2,female,0.8549,0.8549,female
3,male,0.84878,0.84878,male
4,male,0.84419,0.84419,male
5,male,0.84032,0.84032,male
6,male,0.83243,0.83243,male
7,male,0.82,0.82,male
8,male,0.80413,0.80413,male
9,male,0.79658,0.79658,male
10,female,0.79653,0.79653,female
11,male,0.79596,0.79596,male
12,male,0.7949,0.7949,male
13,female,0.78209,0.78209,female
14,female,0.77114,0.77114,female
15,male,0.77033,0.77033,male
16,male,0.75761,0.75761,male
17,female,0.75068,0.75068,female
18,female,0.74944,0.74944,female
19,male,0.7449,0.7449,male
20,male,0.74427,0.74427,male
21,female,0.73032,0.73032,female
22,male,0.72893,0.72893,male
23,female,0.72773,0.72773,female
24,female,0.72654,0.72654,female
25,female,0.72649,0.72649,female
26,male,0.72114,0.72114,male
27,female,0.71569,0.71569,female
28,male,0.71545,0.71545,male
29,female,0.70321,0.70321,female
30,female,0.68973,0.68973,female
31,female,0.68834,0.68834,female
32,female,0.68772,0.68772,female
33,male,0.68648,0.68648,male
34,male,0.68504,0.68504,male
35,female,0.68361,0.68361,female
36,male,0.68136,0.68136,male
37,male,0.65937,0.65937,male
38,female,0.65291,0.65291,female
39,female,0.64847,0.64847,female
40,female,0.62538,0.62538,female
41,male,0.60487,0.60487,male
42,female,0.59722,0.59722,female
43,female,0.56203,0.56203,female
44,female,0.54774,0.54774,female
45,female,0.52192,0.52192,female
46,female,0.50045,0.50045,female
47,male,0.4656,0.4656,male
48,male,0.45661,0.45661,male
49,male,0.42611,0.42611,male
50,female,0.33733,0.33733,female
