doc_id,Gender,predictions,GT_score,Gender.1
1,male,0.96964,0.96964,male
2,male,0.86528,0.86528,male
3,male,0.86375,0.86375,male
4,male,0.856,0.856,male
5,female,0.85385,0.85385,female
6,male,0.84008,0.84008,male
7,male,0.83951,0.83951,male
8,male,0.83368,0.83368,male
9,male,0.81044,0.81044,male
10,male,0.79658,0.79658,male
11,male,0.79232,0.79232,male
12,female,0.78969,0.78969,female
13,male,0.7862,0.7862,male
14,female,0.78276,0.78276,female
15,male,0.77368,0.77368,male
16,female,0.77239,0.77239,female
17,female,0.77028,0.77028,female
18,male,0.76933,0.76933,male
19,female,0.75522,0.75522,female
20,female,0.75494,0.75494,female
21,male,0.7535,0.7535,male
23,male,0.7514,0.7514,male
22,female,0.7514,0.7514,female
24,female,0.74982,0.74982,female
25,female,0.74877,0.74877,female
26,male,0.74083,0.74083,male
27,female,0.73624,0.73624,female
28,male,0.72807,0.72807,male
29,male,0.72683,0.72683,male
30,male,0.72668,0.72668,male
31,female,0.72649,0.72649,female
32,female,0.71812,0.71812,female
33,male,0.71745,0.71745,male
34,female,0.69236,0.69236,female
35,female,0.68839,0.68839,female
36,female,0.68791,0.68791,female
37,female,0.68581,0.68581,female
38,male,0.66515,0.66515,male
39,male,0.65736,0.65736,male
40,female,0.65344,0.65344,female
41,female,0.63833,0.63833,female
42,female,0.61897,0.61897,female
43,female,0.60855,0.60855,female
44,male,0.58536,0.58536,male
45,male,0.58397,0.58397,male
46,female,0.56117,0.56117,female
47,female,0.49792,0.49792,female
48,female,0.40441,0.40441,female
49,male,0.34933,0.34933,male
50,female,0.34847,0.34847,female
