doc_id,Gender,predictions,GT_score,Gender
1,male,0.999,0.999,male
2,female,0.85834,0.85834,female
3,male,0.85796,0.85796,male
4,male,0.84128,0.84128,male
12,female,0.79701,0.79701,female
17,female,0.74987,0.74987,female
5,male,0.83693,0.83693,male
18,female,0.74886,0.74886,female
6,male,0.8276,0.8276,male
19,female,0.73844,0.73844,female
21,female,0.72749,0.72749,female
7,male,0.81776,0.81776,male
22,female,0.72386,0.72386,female
8,male,0.8147,0.8147,male
24,female,0.71425,0.71425,female
25,female,0.71047,0.71047,female
9,male,0.80896,0.80896,male
26,female,0.70742,0.70742,female
10,male,0.80824,0.80824,male
27,female,0.70651,0.70651,female
28,female,0.70545,0.70545,female
11,male,0.80016,0.80016,male
32,female,0.69733,0.69733,female
13,male,0.78004,0.78004,male
33,female,0.69422,0.69422,female
35,female,0.69307,0.69307,female
14,male,0.77817,0.77817,male
36,female,0.69255,0.69255,female
15,male,0.76254,0.76254,male
38,female,0.6477,0.6477,female
39,female,0.63489,0.63489,female
16,male,0.75589,0.75589,male
41,female,0.6162,0.6162,female
20,male,0.73605,0.73605,male
42,female,0.59239,0.59239,female
43,female,0.55768,0.55768,female
23,male,0.72271,0.72271,male
45,female,0.53602,0.53602,female
29,male,0.70512,0.70512,male
48,female,0.42946,0.42946,female
49,female,0.3663,0.3663,female
30,male,0.70259,0.70259,male
50,female,0.35583,0.35583,female
31,male,0.69843,0.69843,male
34,male,0.69408,0.69408,male
37,male,0.65502,0.65502,male
40,male,0.61835,0.61835,male
44,male,0.54998,0.54998,male
46,male,0.50939,0.50939,male
47,male,0.4754,0.4754,male
