doc_id,Gender,predictions,GT_score,Gender
1,male,38387,38387,male
2,male,31852,31852,male
3,male,26931,26931,male
4,male,26496,26496,male
5,male,26397,26397,male
6,male,26395,26395,male
65,female,9693,9693,female
7,male,26274,26274,male
8,male,25192,25192,male
9,male,19760,19760,male
10,male,19655,19655,male
97,female,7488,7488,female
11,male,18831,18831,male
12,male,18822,18822,male
13,male,18679,18679,male
14,male,18203,18203,male
100,female,7380,7380,female
15,male,17949,17949,male
16,male,17940,17940,male
17,male,17770,17770,male
18,male,17345,17345,male
110,female,6811,6811,female
19,male,16245,16245,male
20,male,16039,16039,male
21,male,15921,15921,male
22,male,15725,15725,male
155,female,5046,5046,female
23,male,15525,15525,male
24,male,15411,15411,male
25,male,15294,15294,male
26,male,15291,15291,male
157,female,4984,4984,female
27,male,15136,15136,male
28,male,13976,13976,male
29,male,13859,13859,male
30,male,13858,13858,male
185,female,4435,4435,female
31,male,13572,13572,male
32,male,13262,13262,male
33,male,13198,13198,male
34,male,12925,12925,male
191,female,4323,4323,female
35,male,12924,12924,male
36,male,12769,12769,male
37,male,12713,12713,male
38,male,12683,12683,male
196,female,4147,4147,female
39,male,12532,12532,male
40,male,12517,12517,male
41,male,12250,12250,male
42,male,11995,11995,male
203,female,4004,4004,female
43,male,11984,11984,male
44,male,11722,11722,male
45,male,11517,11517,male
46,male,11456,11456,male
222,female,3534,3534,female
47,male,11456,11456,male
48,male,11422,11422,male
49,male,11383,11383,male
50,male,11344,11344,male
233,female,3358,3358,female
51,male,11274,11274,male
52,male,11147,11147,male
53,male,11136,11136,male
54,male,11101,11101,male
234,female,3353,3353,female
55,male,10989,10989,male
56,male,10689,10689,male
57,male,10513,10513,male
58,male,10444,10444,male
244,female,3103,3103,female
59,male,10283,10283,male
60,male,10216,10216,male
61,male,10127,10127,male
62,male,10105,10105,male
248,female,3001,3001,female
63,male,9948,9948,male
64,male,9732,9732,male
66,male,9654,9654,male
67,male,9578,9578,male
256,female,2849,2849,female
68,male,9475,9475,male
69,male,9314,9314,male
70,male,9240,9240,male
71,male,9232,9232,male
262,female,2775,2775,female
72,male,9217,9217,male
73,male,9192,9192,male
74,male,9161,9161,male
75,male,9002,9002,male
265,female,2747,2747,female
76,male,8966,8966,male
77,male,8914,8914,male
78,male,8901,8901,male
79,male,8882,8882,male
276,female,2620,2620,female
80,male,8759,8759,male
81,male,8743,8743,male
82,male,8695,8695,male
83,male,8486,8486,male
292,female,2353,2353,female
84,male,8437,8437,male
85,male,8368,8368,male
86,male,8211,8211,male
87,male,8203,8203,male
298,female,2288,2288,female
88,male,8138,8138,male
89,male,7873,7873,male
90,male,7868,7868,male
91,male,7686,7686,male
302,female,2247,2247,female
92,male,7664,7664,male
93,male,7645,7645,male
94,male,7639,7639,male
95,male,7602,7602,male
305,female,2232,2232,female
96,male,7574,7574,male
98,male,7430,7430,male
99,male,7427,7427,male
101,male,7350,7350,male
306,female,2219,2219,female
102,male,7316,7316,male
103,male,7256,7256,male
104,male,7251,7251,male
105,male,7191,7191,male
311,female,2183,2183,female
106,male,7083,7083,male
107,male,6955,6955,male
108,male,6839,6839,male
109,male,6837,6837,male
312,female,2174,2174,female
111,male,6808,6808,male
112,male,6750,6750,male
113,male,6724,6724,male
114,male,6663,6663,male
330,female,1935,1935,female
115,male,6558,6558,male
116,male,6529,6529,male
117,male,6520,6520,male
118,male,6517,6517,male
331,female,1925,1925,female
119,male,6462,6462,male
120,male,6424,6424,male
121,male,6411,6411,male
122,male,6252,6252,male
333,female,1918,1918,female
123,male,6223,6223,male
124,male,6206,6206,male
125,male,6180,6180,male
126,male,6136,6136,male
335,female,1915,1915,female
127,male,6111,6111,male
128,male,6000,6000,male
129,male,5971,5971,male
130,male,5970,5970,male
345,female,1760,1760,female
131,male,5953,5953,male
132,male,5936,5936,male
133,male,5856,5856,male
134,male,5833,5833,male
372,female,1505,1505,female
135,male,5792,5792,male
136,male,5785,5785,male
137,male,5762,5762,male
138,male,5757,5757,male
377,female,1458,1458,female
139,male,5746,5746,male
140,male,5667,5667,male
141,male,5564,5564,male
142,male,5519,5519,male
379,female,1451,1451,female
143,male,5490,5490,male
144,male,5486,5486,male
145,male,5470,5470,male
146,male,5393,5393,male
380,female,1445,1445,female
147,male,5346,5346,male
148,male,5263,5263,male
149,male,5259,5259,male
150,male,5243,5243,male
382,female,1431,1431,female
151,male,5242,5242,male
152,male,5202,5202,male
153,male,5173,5173,male
154,male,5086,5086,male
383,female,1408,1408,female
156,male,4987,4987,male
158,male,4978,4978,male
159,male,4973,4973,male
160,male,4945,4945,male
387,female,1390,1390,female
161,male,4936,4936,male
162,male,4914,4914,male
163,male,4889,4889,male
164,male,4872,4872,male
390,female,1377,1377,female
165,male,4842,4842,male
166,male,4797,4797,male
167,male,4789,4789,male
168,male,4783,4783,male
397,female,1304,1304,female
169,male,4737,4737,male
170,male,4731,4731,male
171,male,4705,4705,male
172,male,4663,4663,male
399,female,1297,1297,female
173,male,4644,4644,male
174,male,4637,4637,male
175,male,4617,4617,male
176,male,4605,4605,male
402,female,1203,1203,female
177,male,4597,4597,male
178,male,4567,4567,male
179,male,4561,4561,male
180,male,4544,4544,male
407,female,1186,1186,female
181,male,4515,4515,male
182,male,4494,4494,male
183,male,4483,4483,male
184,male,4462,4462,male
413,female,1096,1096,female
186,male,4410,4410,male
187,male,4407,4407,male
188,male,4391,4391,male
189,male,4368,4368,male
415,female,1094,1094,female
190,male,4349,4349,male
192,male,4319,4319,male
193,male,4302,4302,male
194,male,4219,4219,male
420,female,1061,1061,female
195,male,4195,4195,male
197,male,4137,4137,male
198,male,4115,4115,male
199,male,4072,4072,male
424,female,1050,1050,female
200,male,4041,4041,male
201,male,4023,4023,male
202,male,4019,4019,male
204,male,3946,3946,male
205,male,3940,3940,male
425,female,1050,1050,female
206,male,3898,3898,male
207,male,3889,3889,male
208,male,3864,3864,male
209,male,3860,3860,male
427,female,1000,1000,female
210,male,3826,3826,male
211,male,3792,3792,male
212,male,3743,3743,male
213,male,3704,3704,male
428,female,1000,1000,female
214,male,3679,3679,male
215,male,3670,3670,male
216,male,3668,3668,male
217,male,3618,3618,male
443,female,866,866,female
218,male,3615,3615,male
219,male,3613,3613,male
220,male,3566,3566,male
221,male,3548,3548,male
448,female,827,827,female
223,male,3533,3533,male
224,male,3512,3512,male
225,male,3479,3479,male
226,male,3464,3464,male
449,female,818,818,female
227,male,3458,3458,male
228,male,3453,3453,male
229,male,3440,3440,male
230,male,3407,3407,male
452,female,794,794,female
231,male,3397,3397,male
232,male,3385,3385,male
235,male,3315,3315,male
236,male,3267,3267,male
455,female,763,763,female
237,male,3257,3257,male
238,male,3251,3251,male
239,male,3233,3233,male
240,male,3196,3196,male
456,female,759,759,female
241,male,3193,3193,male
242,male,3130,3130,male
243,male,3119,3119,male
245,male,3091,3091,male
463,female,705,705,female
246,male,3088,3088,male
247,male,3035,3035,male
249,male,2991,2991,male
250,male,2963,2963,male
467,female,676,676,female
251,male,2942,2942,male
252,male,2902,2902,male
253,male,2901,2901,male
254,male,2895,2895,male
469,female,667,667,female
255,male,2858,2858,male
257,male,2829,2829,male
258,male,2829,2829,male
259,male,2824,2824,male
471,female,658,658,female
260,male,2800,2800,male
261,male,2795,2795,male
263,male,2773,2773,male
264,male,2773,2773,male
473,female,646,646,female
266,male,2742,2742,male
267,male,2727,2727,male
268,male,2708,2708,male
269,male,2704,2704,male
474,female,636,636,female
270,male,2702,2702,male
271,male,2685,2685,male
272,male,2684,2684,male
273,male,2646,2646,male
475,female,633,633,female
274,male,2639,2639,male
275,male,2638,2638,male
277,male,2599,2599,male
278,male,2595,2595,male
482,female,603,603,female
279,male,2555,2555,male
280,male,2553,2553,male
281,male,2542,2542,male
282,male,2505,2505,male
485,female,582,582,female
283,male,2484,2484,male
284,male,2479,2479,male
285,male,2421,2421,male
286,male,2383,2383,male
492,female,561,561,female
287,male,2381,2381,male
288,male,2376,2376,male
289,male,2368,2368,male
290,male,2364,2364,male
495,female,542,542,female
291,male,2355,2355,male
293,male,2351,2351,male
294,male,2329,2329,male
295,male,2327,2327,male
498,female,534,534,female
296,male,2323,2323,male
297,male,2299,2299,male
299,male,2264,2264,male
300,male,2259,2259,male
500,female,521,521,female
301,male,2255,2255,male
303,male,2239,2239,male
304,male,2237,2237,male
307,male,2215,2215,male
503,female,509,509,female
308,male,2203,2203,male
309,male,2199,2199,male
310,male,2186,2186,male
313,male,2169,2169,male
505,female,503,503,female
314,male,2135,2135,male
315,male,2118,2118,male
316,male,2110,2110,male
317,male,2108,2108,male
508,female,500,500,female
318,male,2099,2099,male
319,male,2085,2085,male
320,male,2083,2083,male
321,male,2051,2051,male
513,female,485,485,female
322,male,2016,2016,male
323,male,2015,2015,male
324,male,1994,1994,male
325,male,1975,1975,male
519,female,458,458,female
326,male,1964,1964,male
327,male,1948,1948,male
328,male,1943,1943,male
329,male,1938,1938,male
523,female,454,454,female
332,male,1920,1920,male
334,male,1916,1916,male
336,male,1914,1914,male
337,male,1908,1908,male
525,female,453,453,female
338,male,1863,1863,male
339,male,1813,1813,male
340,male,1802,1802,male
341,male,1800,1800,male
527,female,448,448,female
342,male,1789,1789,male
343,male,1785,1785,male
344,male,1783,1783,male
346,male,1754,1754,male
531,female,424,424,female
347,male,1714,1714,male
348,male,1711,1711,male
349,male,1703,1703,male
350,male,1698,1698,male
532,female,423,423,female
351,male,1684,1684,male
352,male,1656,1656,male
353,male,1654,1654,male
354,male,1642,1642,male
535,female,413,413,female
355,male,1635,1635,male
356,male,1607,1607,male
357,male,1600,1600,male
358,male,1598,1598,male
539,female,387,387,female
359,male,1593,1593,male
360,male,1585,1585,male
361,male,1581,1581,male
362,male,1578,1578,male
542,female,382,382,female
363,male,1559,1559,male
364,male,1553,1553,male
365,male,1541,1541,male
366,male,1534,1534,male
548,female,365,365,female
367,male,1520,1520,male
368,male,1518,1518,male
369,male,1516,1516,male
370,male,1515,1515,male
551,female,355,355,female
371,male,1506,1506,male
373,male,1502,1502,male
374,male,1478,1478,male
375,male,1478,1478,male
552,female,354,354,female
376,male,1477,1477,male
378,male,1453,1453,male
381,male,1436,1436,male
384,male,1407,1407,male
553,female,353,353,female
385,male,1404,1404,male
386,male,1391,1391,male
388,male,1381,1381,male
389,male,1379,1379,male
554,female,350,350,female
391,male,1367,1367,male
392,male,1358,1358,male
393,male,1355,1355,male
394,male,1342,1342,male
555,female,349,349,female
395,male,1331,1331,male
396,male,1319,1319,male
398,male,1297,1297,male
400,male,1215,1215,male
558,female,346,346,female
401,male,1208,1208,male
403,male,1200,1200,male
404,male,1192,1192,male
405,male,1191,1191,male
563,female,330,330,female
406,male,1187,1187,male
408,male,1150,1150,male
409,male,1123,1123,male
410,male,1118,1118,male
569,female,319,319,female
411,male,1114,1114,male
412,male,1109,1109,male
414,male,1095,1095,male
416,male,1090,1090,male
574,female,309,309,female
417,male,1081,1081,male
418,male,1080,1080,male
419,male,1071,1071,male
421,male,1059,1059,male
576,female,304,304,female
422,male,1057,1057,male
423,male,1052,1052,male
426,male,1011,1011,male
429,male,987,987,male
579,female,296,296,female
430,male,983,983,male
431,male,980,980,male
432,male,977,977,male
433,male,976,976,male
434,male,967,967,male
582,female,288,288,female
435,male,965,965,male
436,male,951,951,male
437,male,923,923,male
438,male,910,910,male
586,female,272,272,female
439,male,901,901,male
440,male,896,896,male
441,male,875,875,male
442,male,873,873,male
587,female,272,272,female
444,male,856,856,male
445,male,855,855,male
446,male,845,845,male
447,male,834,834,male
592,female,261,261,female
450,male,816,816,male
451,male,796,796,male
453,male,786,786,male
454,male,767,767,male
597,female,247,247,female
457,male,753,753,male
458,male,751,751,male
459,male,736,736,male
460,male,721,721,male
601,female,240,240,female
461,male,711,711,male
462,male,706,706,male
464,male,700,700,male
465,male,698,698,male
611,female,224,224,female
466,male,693,693,male
468,male,672,672,male
470,male,664,664,male
472,male,656,656,male
615,female,217,217,female
476,male,628,628,male
477,male,628,628,male
478,male,625,625,male
479,male,619,619,male
616,female,217,217,female
480,male,609,609,male
481,male,603,603,male
483,male,598,598,male
484,male,593,593,male
618,female,208,208,female
486,male,579,579,male
487,male,578,578,male
489,male,574,574,male
488,male,574,574,male
622,female,200,200,female
490,male,573,573,male
491,male,566,566,male
493,male,555,555,male
494,male,547,547,male
627,female,196,196,female
496,male,540,540,male
497,male,538,538,male
499,male,522,522,male
501,male,511,511,male
629,female,194,194,female
502,male,509,509,male
504,male,506,506,male
506,male,502,502,male
507,male,500,500,male
633,female,183,183,female
509,male,499,499,male
510,male,488,488,male
511,male,488,488,male
512,male,486,486,male
636,female,177,177,female
514,male,482,482,male
515,male,480,480,male
516,male,472,472,male
517,male,468,468,male
640,female,175,175,female
518,male,466,466,male
520,male,457,457,male
521,male,455,455,male
522,male,454,454,male
648,female,163,163,female
524,male,453,453,male
526,male,451,451,male
528,male,442,442,male
529,male,440,440,male
653,female,158,158,female
530,male,435,435,male
533,male,417,417,male
534,male,416,416,male
536,male,401,401,male
656,female,155,155,female
537,male,398,398,male
538,male,397,397,male
540,male,383,383,male
541,male,382,382,male
662,female,149,149,female
