doc_id,Gender,predictions,GT_score,Gender
1,male,14583,14583,male
2,female,10000,10000,female
3,male,8333,8333,male
4,male,6950,6950,male
7,female,4742,4742,female
9,female,4606,4606,female
5,male,5900,5900,male
10,female,4583,4583,female
6,male,4912,4912,male
12,female,4408,4408,female
13,female,4283,4283,female
8,male,4691,4691,male
14,female,4230,4230,female
11,male,4452,4452,male
19,female,3813,3813,female
20,female,3692,3692,female
15,male,4188,4188,male
21,female,3666,3666,female
16,male,3958,3958,male
22,female,3620,3620,female
24,female,3510,3510,female
17,male,3943,3943,male
25,female,3400,3400,female
18,male,3859,3859,male
27,female,3326,3326,female
28,female,3166,3166,female
23,male,3596,3596,male
30,female,2900,2900,female
26,male,3366,3366,male
32,female,2645,2645,female
33,female,2500,2500,female
29,male,3052,3052,male
36,female,2366,2366,female
31,male,2896,2896,male
41,female,2226,2226,female
42,female,2213,2213,female
34,male,2454,2454,male
43,female,2107,2107,female
35,male,2419,2419,male
47,female,2031,2031,female
48,female,1937,1937,female
37,male,2333,2333,male
49,female,1907,1907,female
38,male,2267,2267,male
39,male,2253,2253,male
40,male,2243,2243,male
44,male,2066,2066,male
45,male,2060,2060,male
46,male,2058,2058,male
50,male,1875,1875,male
