doc_id,Gender,predictions,GT_score,Gender
1,female,18165,18165,female
2,male,14999,14999,male
3,male,7740,7740,male
4,male,7583,7583,male
14,female,4583,4583,female
15,female,4547,4547,female
5,male,7167,7167,male
16,female,4333,4333,female
6,male,6500,6500,male
17,female,4283,4283,female
18,female,4230,4230,female
7,male,6083,6083,male
19,female,4180,4180,female
8,male,5900,5900,male
22,female,3813,3813,female
24,female,3692,3692,female
9,male,5817,5817,male
25,female,3666,3666,female
10,male,5746,5746,male
26,female,3620,3620,female
31,female,3400,3400,female
11,male,5128,5128,male
34,female,3166,3166,female
12,male,4817,4817,male
35,female,3166,3166,female
37,female,2900,2900,female
13,male,4708,4708,male
39,female,2876,2876,female
20,male,3943,3943,male
40,female,2720,2720,female
41,female,2645,2645,female
21,male,3814,3814,male
42,female,2500,2500,female
23,male,3785,3785,male
44,female,2366,2366,female
45,female,2226,2226,female
27,male,3613,3613,male
46,female,2213,2213,female
28,male,3596,3596,male
47,female,2107,2107,female
49,female,2031,2031,female
29,male,3466,3466,male
50,female,1907,1907,female
30,male,3445,3445,male
32,male,3321,3321,male
33,male,3315,3315,male
36,male,3010,3010,male
38,male,2896,2896,male
43,male,2454,2454,male
48,male,2058,2058,male
