doc_id,Gender,predictions,GT_score,Gender
1,female,18165,18165,female
2,male,14683,14683,male
3,male,12173,12173,male
4,male,10833,10833,male
13,female,4742,4742,female
14,female,4606,4606,female
5,male,9328,9328,male
15,female,4583,4583,female
6,male,8000,8000,male
16,female,4547,4547,female
17,female,4408,4408,female
7,male,6950,6950,male
18,female,4333,4333,female
8,male,6500,6500,male
20,female,4230,4230,female
22,female,4180,4180,female
9,male,6250,6250,male
27,female,3666,3666,female
10,male,6083,6083,male
28,female,3620,3620,female
30,female,3510,3510,female
11,male,5166,5166,male
31,female,3400,3400,female
12,male,5128,5128,male
32,female,3326,3326,female
34,female,3166,3166,female
19,male,4301,4301,male
35,female,3166,3166,female
21,male,4188,4188,male
38,female,2900,2900,female
39,female,2876,2876,female
23,male,3850,3850,male
40,female,2720,2720,female
24,male,3808,3808,male
41,female,2645,2645,female
42,female,2600,2600,female
25,male,3754,3754,male
45,female,2366,2366,female
26,male,3708,3708,male
48,female,2107,2107,female
49,female,2031,2031,female
29,male,3523,3523,male
50,female,1907,1907,female
33,male,3189,3189,male
36,male,3089,3089,male
37,male,2914,2914,male
43,male,2454,2454,male
44,male,2439,2439,male
46,male,2267,2267,male
47,male,2253,2253,male
