doc_id,Gender,predictions,GT_score,Gender
1,male,7740,7740,male
2,female,7200,7200,female
3,male,7167,7167,male
4,male,6950,6950,male
13,female,4606,4606,female
14,female,4583,4583,female
5,male,6125,6125,male
15,female,4547,4547,female
6,male,5900,5900,male
16,female,4408,4408,female
18,female,4333,4333,female
7,male,5817,5817,male
19,female,4230,4230,female
8,male,5128,5128,male
20,female,4180,4180,female
25,female,3813,3813,female
9,male,5000,5000,male
27,female,3692,3692,female
10,male,4735,4735,male
28,female,3666,3666,female
29,female,3620,3620,female
11,male,4708,4708,male
31,female,3510,3510,female
12,male,4691,4691,male
34,female,3166,3166,female
38,female,2900,2900,female
17,male,4334,4334,male
39,female,2876,2876,female
21,male,4050,4050,male
40,female,2645,2645,female
41,female,2600,2600,female
22,male,3958,3958,male
42,female,2500,2500,female
23,male,3943,3943,male
44,female,2366,2366,female
45,female,2226,2226,female
24,male,3859,3859,male
46,female,2213,2213,female
26,male,3800,3800,male
47,female,2107,2107,female
48,female,2031,2031,female
30,male,3523,3523,male
50,female,1907,1907,female
32,male,3466,3466,male
33,male,3321,3321,male
35,male,3158,3158,male
36,male,3089,3089,male
37,male,3052,3052,male
43,male,2454,2454,male
49,male,2000,2000,male
