doc_id,Gender,predictions,GT_score,Gender
1,male,20233,20233,male
2,male,16120,16120,male
10,female,5500,5500,female
3,male,14583,14583,male
14,female,4606,4606,female
15,female,4583,4583,female
4,male,9328,9328,male
16,female,4547,4547,female
5,male,8000,8000,male
18,female,4333,4333,female
19,female,4283,4283,female
6,male,7583,7583,male
21,female,4230,4230,female
7,male,6250,6250,male
22,female,4180,4180,female
25,female,3813,3813,female
8,male,6125,6125,male
26,female,3620,3620,female
9,male,5677,5677,male
29,female,3510,3510,female
31,female,3400,3400,female
11,male,5250,5250,male
33,female,3166,3166,female
12,male,5166,5166,male
34,female,3166,3166,female
38,female,2900,2900,female
13,male,5128,5128,male
39,female,2876,2876,female
17,male,4452,4452,male
41,female,2720,2720,female
42,female,2645,2645,female
20,male,4243,4243,male
43,female,2600,2600,female
23,male,3958,3958,male
44,female,2500,2500,female
46,female,2366,2366,female
24,male,3850,3850,male
47,female,2226,2226,female
27,male,3613,3613,male
48,female,2213,2213,female
49,female,2031,2031,female
28,male,3571,3571,male
50,female,1937,1937,female
30,male,3466,3466,male
32,male,3315,3315,male
35,male,3074,3074,male
36,male,3010,3010,male
37,male,2971,2971,male
40,male,2833,2833,male
45,male,2439,2439,male
