doc_id,Gender,predictions,GT_score,Gender
1,male,14583,14583,male
2,male,8750,8750,male
8,female,5000,5000,female
3,male,8703,8703,male
9,female,4742,4742,female
10,female,4606,4606,female
4,male,8000,8000,male
11,female,4583,4583,female
5,male,7085,7085,male
12,female,4408,4408,female
13,female,4283,4283,female
6,male,5817,5817,male
14,female,4230,4230,female
7,male,5128,5128,male
16,female,4180,4180,female
20,female,3813,3813,female
15,male,4200,4200,male
23,female,3692,3692,female
17,male,3958,3958,male
25,female,3666,3666,female
26,female,3620,3620,female
18,male,3948,3948,male
29,female,3510,3510,female
19,male,3900,3900,male
31,female,3400,3400,female
32,female,3326,3326,female
21,male,3808,3808,male
33,female,3166,3166,female
22,male,3785,3785,male
34,female,3166,3166,female
35,female,2900,2900,female
24,male,3667,3667,male
36,female,2876,2876,female
27,male,3613,3613,male
38,female,2645,2645,female
39,female,2600,2600,female
28,male,3596,3596,male
43,female,2213,2213,female
30,male,3436,3436,male
45,female,2107,2107,female
47,female,2031,2031,female
37,male,2787,2787,male
50,female,1907,1907,female
40,male,2439,2439,male
41,male,2267,2267,male
42,male,2237,2237,male
44,male,2185,2185,male
46,male,2058,2058,male
48,male,2014,2014,male
49,male,1977,1977,male
