doc_id,Gender,predictions,GT_score,Gender
1,male,16120,16120,male
2,male,9000,9000,male
9,female,4968,4968,female
3,male,8333,8333,male
11,female,4606,4606,female
13,female,4547,4547,female
4,male,7167,7167,male
16,female,4408,4408,female
5,male,7085,7085,male
17,female,4333,4333,female
18,female,4283,4283,female
6,male,5817,5817,male
19,female,4230,4230,female
7,male,5250,5250,male
22,female,3813,3813,female
24,female,3692,3692,female
8,male,5000,5000,male
25,female,3666,3666,female
10,male,4750,4750,male
26,female,3620,3620,female
27,female,3510,3510,female
12,male,4554,4554,male
29,female,3400,3400,female
14,male,4500,4500,male
30,female,3326,3326,female
31,female,3166,3166,female
15,male,4452,4452,male
32,female,3166,3166,female
20,male,4050,4050,male
35,female,2900,2900,female
37,female,2876,2876,female
21,male,3917,3917,male
38,female,2645,2645,female
23,male,3708,3708,male
43,female,2226,2226,female
44,female,2213,2213,female
28,male,3445,3445,male
45,female,2107,2107,female
33,male,3074,3074,male
47,female,2031,2031,female
49,female,1937,1937,female
34,male,2971,2971,male
50,female,1907,1907,female
36,male,2896,2896,male
39,male,2454,2454,male
40,male,2439,2439,male
41,male,2301,2301,male
42,male,2267,2267,male
46,male,2060,2060,male
48,male,1977,1977,male
