doc_id,Gender,predictions,GT_score,Gender
1,male,19760,19760,male
2,male,15291,15291,male
4,female,9693,9693,female
3,male,13572,13572,male
6,female,6811,6811,female
7,female,4323,4323,female
5,male,8437,8437,male
15,female,2232,2232,female
8,male,4319,4319,male
21,female,1458,1458,female
22,female,763,763,female
9,male,4195,4195,male
23,female,633,633,female
10,male,3864,3864,male
26,female,509,509,female
27,female,387,387,female
11,male,3088,3088,male
28,female,353,353,female
12,male,2355,2355,male
29,female,349,349,female
30,female,304,304,female
13,male,2327,2327,male
31,female,272,272,female
14,male,2255,2255,male
32,female,272,272,female
33,female,240,240,female
16,male,2215,2215,male
34,female,217,217,female
17,male,2118,2118,male
37,female,149,149,female
40,female,121,121,female
18,male,2110,2110,male
41,female,93,93,female
19,male,2085,2085,male
43,female,62,62,female
45,female,35,35,female
20,male,1635,1635,male
46,female,29,29,female
24,male,598,598,male
47,female,24,24,female
48,female,22,22,female
25,male,578,578,male
49,female,10,10,female
35,male,168,168,male
36,male,150,150,male
38,male,144,144,male
39,male,140,140,male
42,male,74,74,male
44,male,43,43,male
50,male,4,4,male
