doc_id,Gender,predictions,GT_score,Gender
1,male,38387,38387,male
2,male,8486,8486,male
3,female,7380,7380,female
4,male,5086,5086,male
5,female,4984,4984,female
7,female,3534,3534,female
6,male,4914,4914,male
8,female,2849,2849,female
9,female,2747,2747,female
10,male,2264,2264,male
12,female,1935,1935,female
11,male,2199,2199,male
17,female,1458,1458,female
13,male,1914,1914,male
20,female,794,794,female
21,female,667,667,female
14,male,1908,1908,male
22,female,658,658,female
15,male,1703,1703,male
24,female,561,561,female
25,female,453,453,female
16,male,1578,1578,male
29,female,319,319,female
18,male,1187,1187,male
31,female,309,309,female
33,female,200,200,female
19,male,983,983,male
34,female,177,177,female
23,male,598,598,male
35,female,175,175,female
36,female,147,147,female
26,male,440,440,male
37,female,124,124,female
27,male,370,370,male
39,female,98,98,female
40,female,97,97,female
28,male,329,329,male
43,female,38,38,female
30,male,316,316,male
44,female,30,30,female
45,female,30,30,female
32,male,299,299,male
48,female,21,21,female
38,male,108,108,male
41,male,94,94,male
42,male,48,48,male
46,male,27,27,male
47,male,22,22,male
49,male,12,12,male
50,male,0,0,male
