doc_id,Gender,predictions,GT_score,Gender
1,male,26395,26395,male
2,male,11995,11995,male
4,female,4004,4004,female
3,male,10689,10689,male
7,female,3001,3001,female
9,female,2353,2353,female
5,male,3940,3940,male
10,female,2247,2247,female
6,male,3251,3251,male
11,female,1918,1918,female
13,female,1408,1408,female
8,male,2800,2800,male
19,female,794,794,female
12,male,1506,1506,male
24,female,424,424,female
25,female,346,346,female
14,male,1123,1123,male
26,female,309,309,female
15,male,1109,1109,male
27,female,304,304,female
28,female,247,247,female
16,male,1057,1057,male
29,female,217,217,female
17,male,987,987,male
30,female,163,163,female
34,female,107,107,female
18,male,910,910,male
35,female,100,100,female
20,male,625,625,male
36,female,99,99,female
37,female,98,98,female
21,male,522,522,male
38,female,88,88,female
22,male,488,488,male
39,female,82,82,female
40,female,79,79,female
23,male,482,482,male
43,female,25,25,female
31,male,152,152,male
45,female,22,22,female
46,female,21,21,female
32,male,128,128,male
47,female,10,10,female
33,male,117,117,male
41,male,45,45,male
42,male,40,40,male
44,male,25,25,male
48,male,7,7,male
49,male,3,3,male
50,male,2,2,male
