doc_id,Gender,predictions,GT_score,Gender
1,male,0.999,0.999,male
2,male,0.99756,0.99756,male
3,male,0.99278,0.99278,male
7,female,0.96204,0.96204,female
4,male,0.98953,0.98953,male
12,female,0.94273,0.94273,female
5,male,0.97528,0.97528,male
23,female,0.92289,0.92289,female
6,male,0.96964,0.96964,male
8,male,0.96137,0.96137,male
38,female,0.90893,0.90893,female
9,male,0.96104,0.96104,male
85,female,0.891,0.891,female
10,male,0.95745,0.95745,male
138,female,0.87747,0.87747,female
11,male,0.94961,0.94961,male
149,female,0.87517,0.87517,female
13,male,0.94239,0.94239,male
14,male,0.94005,0.94005,male
191,female,0.867,0.867,female
15,male,0.93689,0.93689,male
208,female,0.86499,0.86499,female
16,male,0.93575,0.93575,male
226,female,0.86284,0.86284,female
17,male,0.93235,0.93235,male
227,female,0.86246,0.86246,female
18,male,0.9303,0.9303,male
19,male,0.92963,0.92963,male
229,female,0.86222,0.86222,female
20,male,0.92771,0.92771,male
234,female,0.86179,0.86179,female
21,male,0.92528,0.92528,male
255,female,0.85901,0.85901,female
22,male,0.92485,0.92485,male
261,female,0.85834,0.85834,female
24,male,0.92274,0.92274,male
25,male,0.9226,0.9226,male
269,female,0.85744,0.85744,female
26,male,0.92241,0.92241,male
280,female,0.85615,0.85615,female
27,male,0.9214,0.9214,male
285,female,0.85591,0.85591,female
28,male,0.9204,0.9204,male
290,female,0.8549,0.8549,female
29,male,0.91897,0.91897,male
30,male,0.91787,0.91787,male
299,female,0.85385,0.85385,female
31,male,0.9171,0.9171,male
309,female,0.85266,0.85266,female
32,male,0.91681,0.91681,male
315,female,0.85189,0.85189,female
33,male,0.91428,0.91428,male
318,female,0.85141,0.85141,female
34,male,0.91203,0.91203,male
35,male,0.91199,0.91199,male
324,female,0.85007,0.85007,female
36,male,0.91127,0.91127,male
361,female,0.8452,0.8452,female
37,male,0.91055,0.91055,male
371,female,0.84429,0.84429,female
39,male,0.90811,0.90811,male
374,female,0.84391,0.84391,female
40,male,0.90735,0.90735,male
41,male,0.90596,0.90596,male
375,female,0.84381,0.84381,female
42,male,0.90505,0.90505,male
376,female,0.84376,0.84376,female
43,male,0.90448,0.90448,male
406,female,0.84113,0.84113,female
44,male,0.90443,0.90443,male
408,female,0.84099,0.84099,female
45,male,0.90414,0.90414,male
46,male,0.90376,0.90376,male
410,female,0.84075,0.84075,female
47,male,0.90362,0.90362,male
419,female,0.84023,0.84023,female
48,male,0.90357,0.90357,male
450,female,0.83717,0.83717,female
49,male,0.90324,0.90324,male
452,female,0.83702,0.83702,female
50,male,0.90324,0.90324,male
51,male,0.90262,0.90262,male
453,female,0.83697,0.83697,female
52,male,0.90242,0.90242,male
458,female,0.83664,0.83664,female
53,male,0.90209,0.90209,male
459,female,0.83664,0.83664,female
54,male,0.9018,0.9018,male
465,female,0.83611,0.83611,female
55,male,0.90175,0.90175,male
56,male,0.89984,0.89984,male
468,female,0.83559,0.83559,female
57,male,0.89979,0.89979,male
469,female,0.83549,0.83549,female
58,male,0.89975,0.89975,male
473,female,0.83525,0.83525,female
59,male,0.89975,0.89975,male
477,female,0.83482,0.83482,female
60,male,0.89889,0.89889,male
61,male,0.89783,0.89783,male
485,female,0.83387,0.83387,female
62,male,0.8975,0.8975,male
487,female,0.83372,0.83372,female
63,male,0.89745,0.89745,male
502,female,0.8321,0.8321,female
64,male,0.89736,0.89736,male
509,female,0.83148,0.83148,female
65,male,0.89602,0.89602,male
66,male,0.89587,0.89587,male
526,female,0.8298,0.8298,female
67,male,0.89501,0.89501,male
529,female,0.82956,0.82956,female
68,male,0.89497,0.89497,male
530,female,0.82952,0.82952,female
69,male,0.89468,0.89468,male
534,female,0.82933,0.82933,female
70,male,0.89463,0.89463,male
71,male,0.89458,0.89458,male
538,female,0.82913,0.82913,female
72,male,0.89444,0.89444,male
539,female,0.82913,0.82913,female
73,male,0.89415,0.89415,male
543,female,0.8289,0.8289,female
74,male,0.89377,0.89377,male
549,female,0.82856,0.82856,female
75,male,0.89324,0.89324,male
76,male,0.89248,0.89248,male
566,female,0.82765,0.82765,female
77,male,0.89248,0.89248,male
572,female,0.82746,0.82746,female
78,male,0.89238,0.89238,male
597,female,0.82564,0.82564,female
79,male,0.89171,0.89171,male
600,female,0.82521,0.82521,female
80,male,0.89171,0.89171,male
81,male,0.89167,0.89167,male
619,female,0.82278,0.82278,female
82,male,0.89152,0.89152,male
630,female,0.82144,0.82144,female
83,male,0.89143,0.89143,male
631,female,0.82139,0.82139,female
