doc_id,Gender,predictions,GT_score,Gender.1
1,male,0.999,0.999,male
2,male,0.99756,0.99756,male
3,male,0.99278,0.99278,male
4,male,0.98953,0.98953,male
5,male,0.97528,0.97528,male
6,male,0.96964,0.96964,male
7,female,0.96204,0.96204,female
8,male,0.96137,0.96137,male
9,male,0.96104,0.96104,male
10,male,0.95745,0.95745,male
11,male,0.94961,0.94961,male
12,female,0.94273,0.94273,female
13,male,0.94239,0.94239,male
14,male,0.94005,0.94005,male
15,male,0.93689,0.93689,male
16,male,0.93575,0.93575,male
17,male,0.93235,0.93235,male
18,male,0.9303,0.9303,male
19,male,0.92963,0.92963,male
20,male,0.92771,0.92771,male
21,male,0.92528,0.92528,male
22,male,0.92485,0.92485,male
23,female,0.92289,0.92289,female
24,male,0.92274,0.92274,male
25,male,0.9226,0.9226,male
26,male,0.92241,0.92241,male
27,male,0.9214,0.9214,male
28,male,0.9204,0.9204,male
29,male,0.91897,0.91897,male
30,male,0.91787,0.91787,male
31,male,0.9171,0.9171,male
32,male,0.91681,0.91681,male
33,male,0.91428,0.91428,male
34,male,0.91203,0.91203,male
35,male,0.91199,0.91199,male
36,male,0.91127,0.91127,male
37,male,0.91055,0.91055,male
38,female,0.90893,0.90893,female
39,male,0.90811,0.90811,male
40,male,0.90735,0.90735,male
41,male,0.90596,0.90596,male
42,male,0.90505,0.90505,male
43,male,0.90448,0.90448,male
44,male,0.90443,0.90443,male
45,male,0.90414,0.90414,male
46,male,0.90376,0.90376,male
47,male,0.90362,0.90362,male
48,male,0.90357,0.90357,male
49,male,0.90324,0.90324,male
50,male,0.90324,0.90324,male
51,male,0.90262,0.90262,male
52,male,0.90242,0.90242,male
53,male,0.90209,0.90209,male
54,male,0.9018,0.9018,male
55,male,0.90175,0.90175,male
56,male,0.89984,0.89984,male
57,male,0.89979,0.89979,male
58,male,0.89975,0.89975,male
59,male,0.89975,0.89975,male
60,male,0.89889,0.89889,male
61,male,0.89783,0.89783,male
62,male,0.8975,0.8975,male
63,male,0.89745,0.89745,male
64,male,0.89736,0.89736,male
65,male,0.89602,0.89602,male
66,male,0.89587,0.89587,male
67,male,0.89501,0.89501,male
68,male,0.89497,0.89497,male
69,male,0.89468,0.89468,male
70,male,0.89463,0.89463,male
71,male,0.89458,0.89458,male
72,male,0.89444,0.89444,male
73,male,0.89415,0.89415,male
74,male,0.89377,0.89377,male
75,male,0.89324,0.89324,male
76,male,0.89248,0.89248,male
77,male,0.89248,0.89248,male
78,male,0.89238,0.89238,male
79,male,0.89171,0.89171,male
80,male,0.89171,0.89171,male
81,male,0.89167,0.89167,male
82,male,0.89152,0.89152,male
83,male,0.89143,0.89143,male
84,male,0.89133,0.89133,male
85,female,0.891,0.891,female
86,male,0.8909,0.8909,male
87,male,0.89076,0.89076,male
88,male,0.89038,0.89038,male
89,male,0.88995,0.88995,male
90,male,0.88985,0.88985,male
91,male,0.88827,0.88827,male
92,male,0.88813,0.88813,male
93,male,0.88784,0.88784,male
94,male,0.88736,0.88736,male
95,male,0.88713,0.88713,male
96,male,0.88693,0.88693,male
97,male,0.88631,0.88631,male
98,male,0.88603,0.88603,male
99,male,0.88569,0.88569,male
100,male,0.88569,0.88569,male
101,male,0.88564,0.88564,male
102,male,0.8856,0.8856,male
103,male,0.88555,0.88555,male
104,male,0.88545,0.88545,male
105,male,0.88517,0.88517,male
106,male,0.88502,0.88502,male
107,male,0.88493,0.88493,male
108,male,0.88488,0.88488,male
109,male,0.88478,0.88478,male
110,male,0.88454,0.88454,male
111,male,0.8843,0.8843,male
112,male,0.88407,0.88407,male
113,male,0.88397,0.88397,male
114,male,0.88392,0.88392,male
115,male,0.88359,0.88359,male
116,male,0.88344,0.88344,male
117,male,0.88258,0.88258,male
118,male,0.8822,0.8822,male
119,male,0.88187,0.88187,male
120,male,0.88163,0.88163,male
121,male,0.88124,0.88124,male
122,male,0.8812,0.8812,male
123,male,0.88058,0.88058,male
124,male,0.88038,0.88038,male
125,male,0.88019,0.88019,male
126,male,0.87967,0.87967,male
127,male,0.879,0.879,male
128,male,0.87895,0.87895,male
129,male,0.87876,0.87876,male
130,male,0.87871,0.87871,male
131,male,0.87866,0.87866,male
132,male,0.87857,0.87857,male
134,male,0.87842,0.87842,male
133,male,0.87842,0.87842,male
135,male,0.87833,0.87833,male
136,male,0.87819,0.87819,male
137,male,0.87766,0.87766,male
138,female,0.87747,0.87747,female
139,male,0.87713,0.87713,male
140,male,0.87685,0.87685,male
141,male,0.87675,0.87675,male
