doc_id,Gender,predictions,GT_score,Gender
1,male,18840,18840,male
2,female,10000,10000,female
3,female,10000,10000,female
4,female,7859,7859,female
5,male,5128,5128,male
6,female,4968,4968,female
7,male,4695,4695,male
8,female,4583,4583,female
9,female,4333,4333,female
10,female,4283,4283,female
11,female,4230,4230,female
12,female,3692,3692,female
13,male,3667,3667,male
14,female,3666,3666,female
15,male,3596,3596,male
16,male,3089,3089,male
17,male,2833,2833,male
18,male,2439,2439,male
19,male,1828,1828,male
20,male,1782,1782,male
