doc_id,Gender,predictions,GT_score,Gender
1,male,10833,10833,male
2,female,10000,10000,female
3,male,7660,7660,male
4,female,7451,7451,female
5,female,7200,7200,female
7,female,5500,5500,female
6,male,6250,6250,male
8,female,4547,4547,female
9,female,4408,4408,female
11,female,4230,4230,female
13,female,3620,3620,female
10,male,4243,4243,male
14,female,3326,3326,female
16,female,2876,2876,female
12,male,3727,3727,male
15,male,2987,2987,male
17,male,2583,2583,male
18,male,2400,2400,male
19,male,2066,2066,male
20,male,1875,1875,male
