doc_id,Gender,predictions,GT_score,Gender
1,female,18165,18165,female
2,male,12173,12173,male
3,female,10000,10000,female
4,female,10000,10000,female
5,female,7859,7859,female
6,female,6260,6260,female
7,female,4742,4742,female
8,female,4333,4333,female
9,male,3859,3859,male
10,male,3754,3754,male
13,female,3692,3692,female
11,male,3727,3727,male
14,female,3666,3666,female
15,female,3166,3166,female
12,male,3708,3708,male
16,male,2971,2971,male
17,male,2755,2755,male
18,male,2267,2267,male
19,male,2000,2000,male
20,male,1782,1782,male
