doc_id,Gender,predictions,GT_score,Gender
1,male,18840,18840,male
2,male,8750,8750,male
3,female,6260,6260,female
4,female,5500,5500,female
5,female,4968,4968,female
6,female,4583,4583,female
7,male,4554,4554,male
9,female,4230,4230,female
10,female,3813,3813,female
12,female,3620,3620,female
14,female,3510,3510,female
8,male,4301,4301,male
15,female,3326,3326,female
17,female,2720,2720,female
11,male,3754,3754,male
13,male,3617,3617,male
16,male,3173,3173,male
18,male,2454,2454,male
19,male,2366,2366,male
20,male,1875,1875,male
