,doc_id,Gender,predictions,GT_score,Gender.1
0,151,male,0.91715,0.91715,male
1,408,male,0.89339,0.89339,male
2,501,male,0.88794,0.88794,male
3,658,male,0.88038,0.88038,male
4,714,male,0.87761,0.87761,male
5,1197,male,0.86097,0.86097,male
6,1295,male,0.85878,0.85878,male
7,1481,male,0.85471,0.85471,male
8,1700,male,0.84883,0.84883,male
9,2021,male,0.84137,0.84137,male
10,2837,male,0.8266,0.8266,male
11,3615,male,0.81312,0.81312,male
12,3731,male,0.81168,0.81168,male
13,3771,male,0.81106,0.81106,male
14,3931,female,0.80843,0.80843,female
15,4420,male,0.80117,0.80117,male
16,4563,female,0.79935,0.79935,female
17,4875,male,0.79495,0.79495,male
18,5061,male,0.79266,0.79266,male
19,5783,male,0.78314,0.78314,male
20,6440,male,0.77602,0.77602,male
21,6558,female,0.77468,0.77468,female
22,6722,male,0.77296,0.77296,male
23,7331,male,0.76593,0.76593,male
24,7522,female,0.76407,0.76407,female
25,7560,male,0.76373,0.76373,male
26,7758,male,0.76163,0.76163,male
27,8039,male,0.75843,0.75843,male
28,8323,male,0.75546,0.75546,male
29,8413,female,0.7546,0.7546,female
30,8446,male,0.75417,0.75417,male
31,8847,male,0.75006,0.75006,male
32,9113,female,0.74729,0.74729,female
33,9440,female,0.74384,0.74384,female
34,9503,female,0.74327,0.74327,female
35,9731,female,0.74098,0.74098,female
36,10433,female,0.73371,0.73371,female
37,10441,male,0.73366,0.73366,male
38,10502,male,0.73294,0.73294,male
39,10619,female,0.73175,0.73175,female
40,10630,male,0.73165,0.73165,male
41,11314,male,0.72539,0.72539,male
42,11521,female,0.72334,0.72334,female
43,11968,male,0.71889,0.71889,male
44,12053,male,0.71817,0.71817,male
45,12286,female,0.71626,0.71626,female
46,12717,female,0.712,0.712,female
47,13067,male,0.7088,0.7088,male
48,13086,female,0.70861,0.70861,female
49,13510,female,0.70421,0.70421,female
50,13702,female,0.70249,0.70249,female
51,14165,female,0.69804,0.69804,female
52,14411,male,0.69561,0.69561,male
53,14444,male,0.69527,0.69527,male
54,15102,female,0.68872,0.68872,female
55,15841,female,0.68064,0.68064,female
56,15990,female,0.67844,0.67844,female
57,16076,female,0.67734,0.67734,female
58,16257,female,0.67471,0.67471,female
59,16442,female,0.67223,0.67223,female
60,16633,male,0.66969,0.66969,male
61,17073,female,0.66358,0.66358,female
62,17210,female,0.66142,0.66142,female
63,17266,female,0.66071,0.66071,female
64,17452,female,0.65774,0.65774,female
65,17487,female,0.65722,0.65722,female
66,17501,male,0.65707,0.65707,male
67,17719,male,0.65382,0.65382,male
68,17788,female,0.65296,0.65296,female
69,18240,female,0.64651,0.64651,female
70,18435,male,0.64335,0.64335,male
71,18613,male,0.64058,0.64058,male
72,18727,female,0.63848,0.63848,female
73,18889,female,0.63604,0.63604,female
74,20236,female,0.6128,0.6128,female
75,20516,female,0.60721,0.60721,female
76,20782,male,0.60209,0.60209,male
77,20904,female,0.59956,0.59956,female
78,20949,female,0.59865,0.59865,female
79,21527,female,0.58498,0.58498,female
80,21637,female,0.58249,0.58249,female
81,21935,male,0.57532,0.57532,male
82,22182,female,0.56834,0.56834,female
83,22240,male,0.56676,0.56676,male
84,22248,female,0.56662,0.56662,female
85,23471,female,0.52794,0.52794,female
86,23539,male,0.52565,0.52565,male
87,23948,female,0.51073,0.51073,female
88,23956,female,0.51049,0.51049,female
89,24075,female,0.50543,0.50543,female
90,24185,female,0.50041,0.50041,female
91,24706,female,0.47402,0.47402,female
92,24798,male,0.4689,0.4689,male
93,25301,male,0.4373,0.4373,male
94,25547,male,0.42004,0.42004,male
95,25677,female,0.40962,0.40962,female
96,25798,male,0.39733,0.39733,male
97,26215,male,0.349,0.349,male
98,26251,female,0.34403,0.34403,female
99,26319,female,0.33222,0.33222,female
