doc_id,D,sex,score_x,score_y
1,1,male,0.999,0.999
3,3,male,0.85796,0.85796
4,4,male,0.84128,0.84128
5,5,male,0.83693,0.83693
6,6,male,0.8276,0.8276
7,7,male,0.81776,0.81776
8,8,male,0.8147,0.8147
9,9,male,0.80896,0.80896
10,10,male,0.80824,0.80824
11,11,male,0.80016,0.80016
13,13,male,0.78004,0.78004
14,14,male,0.77817,0.77817
15,15,male,0.76254,0.76254
16,16,male,0.75589,0.75589
20,20,male,0.73605,0.73605
23,23,male,0.72271,0.72271
29,29,male,0.70512,0.70512
30,30,male,0.70259,0.70259
31,31,male,0.69843,0.69843
34,34,male,0.69408,0.69408
40,40,male,0.61835,0.61835
44,44,male,0.54998,0.54998
46,46,male,0.50939,0.50939
47,47,male,0.4754,0.4754
2,2,female,0.85834,0.85834
12,12,female,0.79701,0.79701
17,17,female,0.74987,0.74987
18,18,female,0.74886,0.74886
19,19,female,0.73844,0.73844
21,21,female,0.72749,0.72749
22,22,female,0.72386,0.72386
24,24,female,0.71425,0.71425
25,25,female,0.71047,0.71047
26,26,female,0.70742,0.70742
27,27,female,0.70651,0.70651
28,28,female,0.70545,0.70545
32,32,female,0.69733,0.69733
33,33,female,0.69422,0.69422
35,35,female,0.69307,0.69307
36,36,female,0.69255,0.69255
37,37,male,0.65502,0.65502
38,38,female,0.6477,0.6477
39,39,female,0.63489,0.63489
41,41,female,0.6162,0.6162
42,42,female,0.59239,0.59239
43,43,female,0.55768,0.55768
45,45,female,0.53602,0.53602
48,48,female,0.42946,0.42946
49,49,female,0.3663,0.3663
50,50,female,0.35583,0.35583
