,doc_id,Gender,predictions,GT_score,Gender.1
0,243,male,0.90534,0.90534,male
1,291,male,0.90166,0.90166,male
2,676,male,0.87924,0.87924,male
3,931,male,0.86896,0.86896,male
4,1207,male,0.86074,0.86074,male
5,1392,male,0.85696,0.85696,male
6,1524,male,0.85361,0.85361,male
7,1575,male,0.85199,0.85199,male
8,1656,male,0.84979,0.84979,male
9,2113,male,0.83932,0.83932,male
10,2525,male,0.83114,0.83114,male
11,3523,male,0.81479,0.81479,male
12,3727,male,0.81178,0.81178,male
13,3856,male,0.80958,0.80958,male
14,4373,female,0.80188,0.80188,female
15,4411,male,0.80131,0.80131,male
16,4618,male,0.79849,0.79849,male
17,4688,female,0.79768,0.79768,female
18,4771,female,0.79653,0.79653,female
19,5611,male,0.78525,0.78525,male
20,6003,male,0.78061,0.78061,male
21,7095,male,0.76885,0.76885,male
22,7359,female,0.76574,0.76574,female
23,7543,male,0.76388,0.76388,male
24,7764,male,0.76153,0.76153,male
25,7819,male,0.76086,0.76086,male
26,7937,female,0.75962,0.75962,female
27,8054,female,0.75833,0.75833,female
28,8055,male,0.75828,0.75828,male
29,8126,female,0.75757,0.75757,female
30,8192,female,0.75694,0.75694,female
31,8314,male,0.75556,0.75556,male
32,8348,male,0.75522,0.75522,male
33,8370,female,0.75508,0.75508,female
34,8482,female,0.75384,0.75384,female
35,8696,female,0.75159,0.75159,female
36,9347,male,0.74475,0.74475,male
37,9921,female,0.73902,0.73902,female
38,9927,male,0.73897,0.73897,male
39,10802,male,0.72998,0.72998,male
40,10878,female,0.72926,0.72926,female
41,11008,male,0.72807,0.72807,male
42,11876,male,0.7197,0.7197,male
43,11925,female,0.71932,0.71932,female
44,12008,female,0.71855,0.71855,female
45,12116,female,0.71769,0.71769,female
46,12300,male,0.71616,0.71616,male
47,12306,female,0.71612,0.71612,female
48,12876,female,0.71062,0.71062,female
49,13327,female,0.70612,0.70612,female
50,13469,female,0.7045,0.7045,female
51,13490,male,0.7044,0.7044,male
52,13546,male,0.70383,0.70383,male
53,13655,female,0.70297,0.70297,female
54,13675,female,0.70278,0.70278,female
55,13741,female,0.70211,0.70211,female
56,13942,male,0.7001,0.7001,male
57,14003,female,0.69953,0.69953,female
58,14397,female,0.6957,0.6957,female
59,14514,female,0.69451,0.69451,female
60,14860,male,0.69106,0.69106,male
61,15111,female,0.68863,0.68863,female
62,15112,female,0.68863,0.68863,female
63,15540,female,0.68428,0.68428,female
64,15590,male,0.6838,0.6838,male
65,16041,female,0.67773,0.67773,female
66,16206,female,0.67548,0.67548,female
67,16465,male,0.67199,0.67199,male
68,16639,female,0.6696,0.6696,female
69,17000,female,0.66472,0.66472,female
70,17143,female,0.66252,0.66252,female
71,17170,female,0.66195,0.66195,female
72,17312,female,0.65985,0.65985,female
73,17665,female,0.65468,0.65468,female
74,17755,female,0.65339,0.65339,female
75,17840,female,0.6522,0.6522,female
76,18307,male,0.64512,0.64512,male
77,20179,male,0.61414,0.61414,male
78,20465,male,0.60845,0.60845,male
79,20707,male,0.60367,0.60367,male
80,20800,male,0.60166,0.60166,male
81,21809,female,0.57843,0.57843,female
82,21835,female,0.57781,0.57781,female
83,21975,male,0.57403,0.57403,male
84,22104,male,0.57073,0.57073,male
85,22441,male,0.56036,0.56036,male
86,22501,female,0.55859,0.55859,female
87,22918,female,0.54692,0.54692,female
88,22946,female,0.54606,0.54606,female
89,23649,female,0.52154,0.52154,female
90,23901,female,0.51284,0.51284,female
91,23920,female,0.51174,0.51174,female
92,24123,male,0.50356,0.50356,male
93,24262,male,0.49625,0.49625,male
94,24803,female,0.46847,0.46847,female
95,24990,male,0.45738,0.45738,male
96,25393,male,0.43223,0.43223,male
97,25412,male,0.4307,0.4307,male
98,26136,female,0.35861,0.35861,female
99,26334,female,0.32897,0.32897,female
