,doc_id,Gender,predictions,GT_score,Gender.1
0,210,male,0.90926,0.90926,male
1,306,male,0.90061,0.90061,male
2,1432,male,0.8561,0.8561,male
3,1532,male,0.85347,0.85347,male
4,1609,male,0.85098,0.85098,male
5,1995,male,0.84171,0.84171,male
6,2372,female,0.83406,0.83406,female
7,2962,male,0.82435,0.82435,male
8,6083,male,0.77999,0.77999,male
9,7740,male,0.76182,0.76182,male
10,8553,male,0.75302,0.75302,male
11,8708,female,0.75145,0.75145,female
12,10430,female,0.73376,0.73376,female
13,10725,female,0.73075,0.73075,female
14,10740,male,0.73065,0.73065,male
15,12300,male,0.71616,0.71616,male
16,14959,female,0.69006,0.69006,female
17,15767,male,0.68165,0.68165,male
18,15968,female,0.67883,0.67883,female
19,16151,female,0.67629,0.67629,female
20,16698,female,0.66874,0.66874,female
21,17110,female,0.66295,0.66295,female
22,18950,female,0.63503,0.63503,female
23,19135,female,0.63226,0.63226,female
24,20377,female,0.61022,0.61022,female
25,20748,female,0.60276,0.60276,female
26,20915,male,0.59937,0.59937,male
27,21181,female,0.59368,0.59368,female
28,23220,female,0.53703,0.53703,female
29,25133,male,0.44863,0.44863,male
